Date__(UT)_,_HR:MN,,R.,A._,____(I,CRF),___,__DEC,Azi,El,APmag,S-brt,delta,deldot,S-O-T,/r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
2022-Jan-01,13:00,*m,18,46,55.02,-23,0,2.1,126.90271,5.444609,-26.779,-10.589,0.9833457,-0.2965775,0,/?,0,2.5332972,85.435945,-0.57005,n.a.,n.a.
2022-Jan-02,13:00,*m,18,51,19.82,-22,54,51.7,126.762513,5.440165,-26.779,-10.589,0.983337798,-0.2910412,0,/?,0,2.533377,85.002769,-0.559504,n.a.,n.a.
2022-Jan-03,13:00,*,18,55,44.27,-22,49,14,126.61827,5.442144,-26.779,-10.589,0.983333378,-0.2855277,0,/?,0,2.5333723,84.571636,-0.549018,n.a.,n.a.
2022-Jan-04,13:00,*,19,0,8.34,-22,43,8.9,126.470099,5.450592,-26.779,-10.589,0.983332489,-0.2798422,0,/?,0,2.5332863,84.142775,-0.538219,n.a.,n.a.
2022-Jan-05,13:00,*,19,4,31.99,-22,36,36.9,126.318117,5.465552,-26.779,-10.589,0.983335284,-0.2738265,0,/?,0,2.5331275,83.716413,-0.526805,n.a.,n.a.
2022-Jan-06,13:00,*,19,8,55.2,-22,29,37.9,126.162437,5.487061,-26.779,-10.589,0.983341992,-0.2673762,0,/?,0,2.5329075,83.292769,-0.514572,n.a.,n.a.
2022-Jan-07,13:00,*,19,13,17.92,-22,22,12.3,126.003169,5.515144,-26.779,-10.589,0.983352885,-0.2604414,0,/?,0,2.5326382,82.872049,-0.501422,n.a.,n.a.
2022-Jan-08,13:00,*,19,17,40.12,-22,14,20.2,125.840422,5.549823,-26.779,-10.589,0.98336825,-0.2530152,0,/?,0,2.532331,82.454442,-0.48734,n.a.,n.a.
2022-Jan-09,13:00,*,19,22,1.8,-22,6,2,125.674301,5.591107,-26.779,-10.589,0.983388371,-0.2451189,0,/?,0,2.5319953,82.040127,-0.472362,n.a.,n.a.
2022-Jan-10,13:00,*,19,26,22.91,-21,57,17.9,125.504909,5.639001,-26.778,-10.589,0.983413513,-0.2367886,0,/?,0,2.5316388,81.629268,-0.456557,n.a.,n.a.
2022-Jan-11,13:00,*,19,30,43.43,-21,48,8.1,125.332348,5.693505,-26.778,-10.589,0.983443916,-0.2280667,0,/?,0,2.5312676,81.222025,-0.440002,n.a.,n.a.
2022-Jan-12,13:00,*,19,35,3.35,-21,38,32.9,125.156718,5.754612,-26.778,-10.589,0.983479797,-0.2189969,0,/?,0,2.530887,80.818546,-0.422781,n.a.,n.a.
2022-Jan-13,13:00,*,19,39,22.65,-21,28,32.5,124.978116,5.82231,-26.778,-10.589,0.983521348,-0.2096235,0,/?,0,2.5305012,80.418976,-0.404975,n.a.,n.a.
2022-Jan-14,13:00,*,19,43,41.3,-21,18,7.4,124.796638,5.896584,-26.778,-10.589,0.983568731,-0.1999918,0,/?,0,2.5301145,80.023451,-0.386672,n.a.,n.a.
2022-Jan-15,13:00,*,19,47,59.28,-21,7,17.7,124.612379,5.977413,-26.778,-10.589,0.983622086,-0.1901508,0,/?,0,2.5297305,79.632103,-0.367963,n.a.,n.a.
2022-Jan-16,13:00,*,19,52,16.59,-20,56,3.8,124.425428,6.064773,-26.778,-10.589,0.983681517,-0.1801551,0,/?,0,2.5293528,79.245056,-0.348953,n.a.,n.a.
2022-Jan-17,13:00,*,19,56,33.21,-20,44,26,124.235875,6.158634,-26.778,-10.589,0.983747098,-0.1700665,0,/?,0,2.5289844,78.862427,-0.329759,n.a.,n.a.
2022-Jan-18,13:00,*m,20,0,49.12,-20,32,24.6,124.043806,6.258966,-26.778,-10.589,0.983818864,-0.1599554,0,/?,0,2.5286278,78.484327,-0.310517,n.a.,n.a.
2022-Jan-19,13:00,*m,20,5,4.31,-20,19,59.9,123.849305,6.365733,-26.777,-10.589,0.983896805,-0.1499,0,/?,0,2.5282844,78.110858,-0.291374,n.a.,n.a.
2022-Jan-20,13:00,*m,20,9,18.78,-20,7,12.2,123.652452,6.478896,-26.777,-10.589,0.983980865,-0.1399847,0,/?,0,2.5279547,77.742116,-0.272493,n.a.,n.a.
2022-Jan-21,13:00,*m,20,13,32.51,-19,54,2,123.453326,6.598415,-26.777,-10.589,0.984070938,-0.1302983,0,/?,0,2.5276377,77.378188,-0.254044,n.a.,n.a.
2022-Jan-22,13:00,*m,20,17,45.49,-19,40,29.5,123.252005,6.724247,-26.777,-10.589,0.984166864,-0.1209306,0,/?,0,2.527331,77.019156,-0.236199,n.a.,n.a.
2022-Jan-23,13:00,*m,20,21,57.73,-19,26,35,123.048566,6.856346,-26.777,-10.589,0.984268433,-0.1119701,0,/?,0,2.5270305,76.665096,-0.219126,n.a.,n.a.
2022-Jan-24,13:00,*m,20,26,9.2,-19,12,19,122.843085,6.994663,-26.776,-10.589,0.984375383,-0.1034998,0,/?,0,2.5267304,76.316078,-0.202987,n.a.,n.a.
2022-Jan-25,13:00,*m,20,30,19.91,-18,57,41.7,122.635638,7.139146,-26.776,-10.589,0.984487409,-0.0955925,0,/?,0,2.526423,75.972172,-0.18792,n.a.,n.a.
2022-Jan-26,13:00,*m,20,34,29.84,-18,42,43.5,122.426304,7.289742,-26.776,-10.589,0.984604165,-0.0883045,0,/?,0,2.5260987,75.633443,-0.174032,n.a.,n.a.
2022-Jan-27,13:00,*m,20,38,39,-18,27,24.9,122.215165,7.446395,-26.776,-10.589,0.984725282,-0.0816649,0,/?,0,2.5257459,75.299959,-0.161382,n.a.,n.a.
2022-Jan-28,13:00,*m,20,42,47.36,-18,11,46.1,122.002306,7.609048,-26.775,-10.589,0.984850382,-0.0756651,0,/?,0,2.5253518,74.971797,-0.149952,n.a.,n.a.
2022-Jan-29,13:00,*m,20,46,54.94,-17,55,47.6,121.787814,7.77764,-26.775,-10.589,0.984979107,-0.0702478,0,/?,0,2.5249031,74.649038,-0.139634,n.a.,n.a.
2022-Jan-30,13:00,*m,20,51,1.71,-17,39,29.7,121.571782,7.952112,-26.775,-10.589,0.985111146,-0.0653038,0,/?,0,2.5243885,74.331779,-0.130219,n.a.,n.a.
2022-Jan-31,13:00,*m,20,55,7.67,-17,22,52.9,121.3543,8.132402,-26.774,-10.589,0.985246263,-0.0606792,0,/?,0,2.5237998,74.020126,-0.121415,n.a.,n.a.
2022-Feb-01,13:00,*m,20,59,12.82,-17,5,57.6,121.135459,8.318448,-26.774,-10.589,0.985384322,-0.0561957,0,/?,0,2.5231337,73.714189,-0.112881,n.a.,n.a.
2022-Feb-02,13:00,*,21,3,17.15,-16,48,44.2,120.915348,8.510184,-26.774,-10.589,0.985525287,-0.0516781,0,/?,0,2.5223925,73.41408,-0.104283,n.a.,n.a.
2022-Feb-03,13:00,*,21,7,20.66,-16,31,13.1,120.694049,8.707543,-26.773,-10.589,0.985669218,-0.0469785,0,/?,0,2.5215828,73.119901,-0.095336,n.a.,n.a.
2022-Feb-04,13:00,*,21,11,23.35,-16,13,24.8,120.471641,8.910449,-26.773,-10.589,0.985816246,-0.0419913,0,/?,0,2.5207139,72.831739,-0.08584,n.a.,n.a.
2022-Feb-05,13:00,*,21,15,25.2,-15,55,19.7,120.248197,9.118822,-26.773,-10.589,0.985966552,-0.0366551,0,/?,0,2.5197961,72.549668,-0.075675,n.a.,n.a.
2022-Feb-06,13:00,*,21,19,26.24,-15,36,58.2,120.023784,9.332574,-26.772,-10.589,0.986120339,-0.0309452,0,/?,0,2.5188394,72.273748,-0.064793,n.a.,n.a.
2022-Feb-07,13:00,*,21,23,26.45,-15,18,20.7,119.798464,9.551613,-26.772,-10.589,0.986277818,-0.0248624,0,/?,0,2.5178526,72.00403,-0.053195,n.a.,n.a.
2022-Feb-08,13:00,*,21,27,25.85,-14,59,27.8,119.572295,9.775842,-26.772,-10.589,0.986439194,-0.0184224,0,/?,0,2.516843,71.740552,-0.04091,n.a.,n.a.
2022-Feb-09,13:00,*,21,31,24.44,-14,40,19.7,119.345329,10.00516,-26.771,-10.589,0.986604658,-0.0116479,0,/?,0,2.5158172,71.483349,-0.02798,n.a.,n.a.
2022-Feb-10,13:00,*,21,35,22.24,-14,20,57,119.117613,10.239462,-26.771,-10.589,0.986774389,-0.0045641,0,/?,0,2.5147805,71.232451,-0.014454,n.a.,n.a.
2022-Feb-11,13:00,*,21,39,19.24,-14,1,20.1,118.889193,10.478641,-26.771,-10.589,0.986948552,0.0028026,0,/?,0,2.5137381,70.987882,-0.00038,n.a.,n.a.
2022-Feb-12,13:00,*,21,43,15.46,-13,41,29.3,118.660106,10.722584,-26.77,-10.589,0.987127292,0.0104238,0,/?,0,2.5126951,70.749663,0.0141869,n.a.,n.a.
2022-Feb-13,13:00,*,21,47,10.91,-13,21,25,118.430387,10.971179,-26.77,-10.589,0.987310741,0.0182659,0,/?,0,2.5116566,70.517811,0.0291823,n.a.,n.a.
2022-Feb-14,13:00,*,21,51,5.61,-13,1,7.8,118.200065,11.224308,-26.769,-10.589,0.987499005,0.0262866,0,/?,0,2.5106276,70.292338,0.0445258,n.a.,n.a.
2022-Feb-15,13:00,*,21,54,59.57,-12,40,38,117.969165,11.481853,-26.769,-10.589,0.987692163,0.0344317,0,/?,0,2.5096132,70.07325,0.0601127,n.a.,n.a.
2022-Feb-16,13:00,*,21,58,52.8,-12,19,55.9,117.737706,11.743695,-26.769,-10.589,0.98789026,0.0426314,0,/?,0,2.5086179,69.860548,0.0758098,n.a.,n.a.
2022-Feb-17,13:00,*,22,2,45.32,-11,59,2.1,117.505705,12.009711,-26.768,-10.589,0.988093294,0.0508005,0,/?,0,2.5076454,69.654228,0.091453,n.a.,n.a.
2022-Feb-18,13:00,*m,22,6,37.15,-11,37,56.9,117.273172,12.279779,-26.768,-10.589,0.98830121,0.0588395,0,/?,0,2.5066979,69.454281,0.1068511,n.a.,n.a.
2022-Feb-19,13:00,*m,22,10,28.3,-11,16,40.6,117.040113,12.553774,-26.767,-10.589,0.988513892,0.066639,0,/?,0,2.5057754,69.260694,0.1217942,n.a.,n.a.
2022-Feb-20,13:00,*m,22,14,18.79,-10,55,13.7,116.806533,12.831572,-26.767,-10.589,0.988731159,0.0740865,0,/?,0,2.504876,69.07345,0.136066,n.a.,n.a.
2022-Feb-21,13:00,*m,22,18,8.64,-10,33,36.5,116.572437,13.113046,-26.766,-10.589,0.988952769,0.0810735,0,/?,0,2.5039951,68.892534,0.1494586,n.a.,n.a.
2022-Feb-22,13:00,*m,22,21,57.87,-10,11,49.5,116.337827,13.398071,-26.766,-10.589,0.989178414,0.0875035,0,/?,0,2.5031259,68.717932,0.1617869,n.a.,n.a.
2022-Feb-23,13:00,*m,22,25,46.48,-9,49,53,116.102708,13.686517,-26.765,-10.589,0.989407742,0.0932994,0,/?,0,2.5022595,68.549635,0.1729031,n.a.,n.a.
2022-Feb-24,13:00,*m,22,29,34.51,-9,27,47.5,115.867089,13.978256,-26.765,-10.589,0.989640359,0.0984101,0,/?,0,2.5013853,68.38764,0.1827098,n.a.,n.a.
2022-Feb-25,13:00,*m,22,33,21.96,-9,5,33.2,115.630979,14.273159,-26.764,-10.589,0.989875853,0.1028174,0,/?,0,2.5004915,68.231953,0.1911729,n.a.,n.a.
2022-Feb-26,13:00,*m,22,37,8.86,-8,43,10.6,115.394393,14.571096,-26.764,-10.589,0.99011381,0.1065419,0,/?,0,2.4995657,68.08259,0.1983325,n.a.,n.a.
2022-Feb-27,13:00,*m,22,40,55.21,-8,20,40.2,115.157347,14.871938,-26.763,-10.589,0.990353842,0.1096462,0,/?,0,2.4985964,67.939578,0.2043092,n.a.,n.a.
2022-Feb-28,13:00,*m,22,44,41.03,-7,58,2.3,114.91986,15.175558,-26.763,-10.589,0.990595609,0.1122329,0,/?,0,2.4975736,67.802952,0.2093006,n.a.,n.a.
2022-Mar-01,13:00,*m,22,48,26.33,-7,35,17.4,114.681952,15.481829,-26.762,-10.589,0.990838838,0.1144365,0,/?,0,2.4964907,67.672751,0.2135646,n.a.,n.a.
2022-Mar-02,13:00,*m,22,52,11.13,-7,12,25.8,114.44364,15.790623,-26.762,-10.589,0.99108334,0.1164079,0,/?,0,2.4953448,67.549017,0.2173907,n.a.,n.a.
2022-Mar-03,13:00,*m,22,55,55.44,-6,49,28.1,114.204943,16.101814,-26.761,-10.589,0.991329014,0.1182961,0,/?,0,2.494137,67.431783,0.2210645,n.a.,n.a.
2022-Mar-04,13:00,*m,22,59,39.27,-6,26,24.5,113.965874,16.415273,-26.76,-10.589,0.99157584,0.1202314,0,/?,0,2.4928718,67.321076,0.2248357,n.a.,n.a.
2022-Mar-05,13:00,*,23,3,22.65,-6,3,15.6,113.726446,16.730868,-26.76,-10.589,0.991823865,0.1223155,0,/?,0,2.4915563,67.216911,0.2288986,n.a.,n.a.
2022-Mar-06,13:00,*,23,7,5.58,-5,40,1.8,113.486667,17.048467,-26.759,-10.589,0.992073186,0.1246178,0,/?,0,2.4901983,67.119292,0.2333864,n.a.,n.a.
2022-Mar-07,13:00,*,23,10,48.09,-5,16,43.4,113.246539,17.367933,-26.759,-10.589,0.99232393,0.1271797,0,/?,0,2.4888059,67.028217,0.2383784,n.a.,n.a.
2022-Mar-08,13:00,*,23,14,30.18,-4,53,20.9,113.006065,17.689126,-26.758,-10.589,0.992576244,0.1300213,0,/?,0,2.4873868,66.943678,0.2439127,n.a.,n.a.
2022-Mar-09,13:00,*,23,18,11.89,-4,29,54.7,112.765242,18.011906,-26.758,-10.589,0.992830279,0.1331488,0,/?,0,2.4859478,66.865662,0.2500013,n.a.,n.a.
2022-Mar-10,13:00,*,23,21,53.23,-4,6,25.2,112.524063,18.336131,-26.757,-10.589,0.993086191,0.1365611,0,/?,0,2.484495,66.794154,0.2566419,n.a.,n.a.
2022-Mar-11,13:00,*,23,25,34.21,-3,42,52.7,112.28252,18.661657,-26.757,-10.589,0.993344131,0.1402535,0,/?,0,2.4830341,66.729139,0.2638256,n.a.,n.a.
2022-Mar-12,13:00,*,23,29,14.87,-3,19,17.6,112.040602,18.98834,-26.756,-10.589,0.993604248,0.1442196,0,/?,0,2.4815707,66.6706,0.27154,n.a.,n.a.
2022-Mar-13,13:00,*,23,32,55.22,-2,55,40.4,111.798293,19.316035,-26.755,-10.589,0.993866688,0.1484502,0,/?,0,2.4801104,66.618517,0.2797669,n.a.,n.a.
2022-Mar-14,13:00,*,23,36,35.28,-2,32,1.3,111.555578,19.644596,-26.755,-10.589,0.994131588,0.1529297,0,/?,0,2.4786594,66.572871,0.2884763,n.a.,n.a.
2022-Mar-15,13:00,*,23,40,15.07,-2,8,20.8,111.312435,19.973876,-26.754,-10.589,0.994399074,0.1576318,0,/?,0,2.4772245,66.533638,0.2976168,n.a.,n.a.
2022-Mar-16,13:00,*,23,43,54.62,-1,44,39.2,111.06884,20.30373,-26.754,-10.589,0.994669253,0.1625127,0,/?,0,2.4758126,66.500791,0.3071033,n.a.,n.a.
2022-Mar-17,13:00,*,23,47,33.96,-1,20,56.8,110.824766,20.634011,-26.753,-10.589,0.9949422,0.1675058,0,/?,0,2.4744304,66.4743,0.3168069,n.a.,n.a.
