            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2349823.500000000, A.D. 1721-Jul-01 00:00:00.0000, -4.578957995707769E+01, -1.071071804099320E+01,  2.387223598564123E+01,
2349854.500000000, A.D. 1721-Aug-01 00:00:00.0000, -4.578105610623244E+01, -1.077680967990162E+01,  2.386100678488472E+01,
2349885.500000000, A.D. 1721-Sep-01 00:00:00.0000, -4.577243795221263E+01, -1.084287221080768E+01,  2.384973113004947E+01,
2349915.500000000, A.D. 1721-Oct-01 00:00:00.0000, -4.576400865906998E+01, -1.090677715538337E+01,  2.383877498643956E+01,
2349946.500000000, A.D. 1721-Nov-01 00:00:00.0000, -4.575520538969763E+01, -1.097278549955182E+01,  2.382740788220763E+01,
2349976.500000000, A.D. 1721-Dec-01 00:00:00.0000, -4.574659540981281E+01, -1.103663817737159E+01,  2.381636319173733E+01,
2350007.500000000, A.D. 1722-Jan-01 00:00:00.0000, -4.573760431928194E+01, -1.110259129640072E+01,  2.380490460473714E+01,
2350038.500000000, A.D. 1722-Feb-01 00:00:00.0000, -4.572851745244031E+01, -1.116851453690723E+01,  2.379339956806179E+01,
2350066.500000000, A.D. 1722-Mar-01 00:00:00.0000, -4.572022860353579E+01, -1.122803144192972E+01,  2.378296810969639E+01,
2350097.500000000, A.D. 1722-Apr-01 00:00:00.0000, -4.571096263661290E+01, -1.129389570958929E+01,  2.377137497057917E+01,
2350127.500000000, A.D. 1722-May-01 00:00:00.0000, -4.570190674151654E+01, -1.135760587580300E+01,  2.376011176897961E+01,
2350158.500000000, A.D. 1722-Jun-01 00:00:00.0000, -4.569245749623978E+01, -1.142340926521183E+01,  2.374842765341521E+01,
2350188.500000000, A.D. 1722-Jul-01 00:00:00.0000, -4.568322427009647E+01, -1.148706048039667E+01,  2.373707638329112E+01,
2350219.500000000, A.D. 1722-Aug-01 00:00:00.0000, -4.567359123288169E+01, -1.155280167656045E+01,  2.372530119583919E+01,
2350250.500000000, A.D. 1722-Sep-01 00:00:00.0000, -4.566386576619198E+01, -1.161850935401383E+01,  2.371347980603080E+01,
2350280.500000000, A.D. 1722-Oct-01 00:00:00.0000, -4.565436732304909E+01, -1.168206529520022E+01,  2.370199580894058E+01,
2350311.500000000, A.D. 1722-Nov-01 00:00:00.0000, -4.564446391019386E+01, -1.174770657131600E+01,  2.369008369940634E+01,
2350341.500000000, A.D. 1722-Dec-01 00:00:00.0000, -4.563479551414788E+01, -1.181119918647340E+01,  2.367851208265416E+01,
2350372.500000000, A.D. 1723-Jan-01 00:00:00.0000, -4.562471718266116E+01, -1.187677729713608E+01,  2.366650947958372E+01,
2350403.500000000, A.D. 1723-Feb-01 00:00:00.0000, -4.561454868076864E+01, -1.194232385255650E+01,  2.365446086083829E+01,
2350431.500000000, A.D. 1723-Mar-01 00:00:00.0000, -4.560528623670503E+01, -1.200149938062422E+01,  2.364353869572480E+01,
2350462.500000000, A.D. 1723-Apr-01 00:00:00.0000, -4.559494473696502E+01, -1.206698313447522E+01,  2.363140250311922E+01,
2350492.500000000, A.D. 1723-May-01 00:00:00.0000, -4.558485104110337E+01, -1.213032074436112E+01,  2.361961407764165E+01,
2350523.500000000, A.D. 1723-Jun-01 00:00:00.0000, -4.557433423619380E+01, -1.219573412572908E+01,  2.360738764036824E+01,
2350553.500000000, A.D. 1723-Jul-01 00:00:00.0000, -4.556407409359107E+01, -1.225900355049007E+01,  2.359551201915696E+01,
2350584.500000000, A.D. 1723-Aug-01 00:00:00.0000, -4.555338758800197E+01, -1.232434752435791E+01,  2.358319556326820E+01,
2350615.500000000, A.D. 1723-Sep-01 00:00:00.0000, -4.554261574990427E+01, -1.238965753299905E+01,  2.357083338500787E+01,
2350645.500000000, A.D. 1723-Oct-01 00:00:00.0000, -4.553210947853530E+01, -1.245282875294435E+01,  2.355882638789751E+01,
2350676.500000000, A.D. 1723-Nov-01 00:00:00.0000, -4.552116836305431E+01, -1.251807180984563E+01,  2.354637415277683E+01,
2350706.500000000, A.D. 1723-Dec-01 00:00:00.0000, -4.551049901240452E+01, -1.258117710735372E+01,  2.353428011087547E+01,
2350737.500000000, A.D. 1724-Jan-01 00:00:00.0000, -4.549939074792072E+01, -1.264635146295636E+01,  2.352173804948126E+01,
2350768.500000000, A.D. 1724-Feb-01 00:00:00.0000, -4.548819899595755E+01, -1.271149091329756E+01,  2.350915049484574E+01,
2350797.500000000, A.D. 1724-Mar-01 00:00:00.0000, -4.547765426015388E+01, -1.277239717486900E+01,  2.349733388787623E+01,
2350828.500000000, A.D. 1724-Apr-01 00:00:00.0000, -4.546630150894018E+01, -1.283747157559199E+01,  2.348465832189570E+01,
2350858.500000000, A.D. 1724-May-01 00:00:00.0000, -4.545523521118558E+01, -1.290041470170492E+01,  2.347234835000283E+01,
2350889.500000000, A.D. 1724-Jun-01 00:00:00.0000, -4.544371754109147E+01, -1.296542223034844E+01,  2.345958328409588E+01,
2350919.500000000, A.D. 1724-Jul-01 00:00:00.0000, -4.543249192510099E+01, -1.302829888950195E+01,  2.344718670108940E+01,
2350950.500000000, A.D. 1724-Aug-01 00:00:00.0000, -4.542081182470704E+01, -1.309323567412054E+01,  2.343433228848035E+01,
2350981.500000000, A.D. 1724-Sep-01 00:00:00.0000, -4.540905194945267E+01, -1.315813687499907E+01,  2.342143260053692E+01,
2351011.500000000, A.D. 1724-Oct-01 00:00:00.0000, -4.539759644512495E+01, -1.322091161980630E+01,  2.340890597859090E+01,
2351042.500000000, A.D. 1724-Nov-01 00:00:00.0000, -4.538568220844766E+01, -1.328574642167740E+01,  2.339591736422199E+01,
2351072.500000000, A.D. 1724-Dec-01 00:00:00.0000, -4.537407717621448E+01, -1.334845984878119E+01,  2.338330467494508E+01,
2351103.500000000, A.D. 1725-Jan-01 00:00:00.0000, -4.536200649709539E+01, -1.341323265405203E+01,  2.337022705405443E+01,
2351134.500000000, A.D. 1725-Feb-01 00:00:00.0000, -4.534985555548034E+01, -1.347797316726249E+01,  2.335710425145863E+01,
2351162.500000000, A.D. 1725-Mar-01 00:00:00.0000, -4.533881171802459E+01, -1.353642025422763E+01,  2.334521258739445E+01,
2351193.500000000, A.D. 1725-Apr-01 00:00:00.0000, -4.532650937738828E+01, -1.360109760853921E+01,  2.333200395532599E+01,
2351223.500000000, A.D. 1725-May-01 00:00:00.0000, -4.531453003044403E+01, -1.366365708953335E+01,  2.331917862126764E+01,
2351254.500000000, A.D. 1725-Jun-01 00:00:00.0000, -4.530207552309345E+01, -1.372827059434880E+01,  2.330588154926584E+01,
2351284.500000000, A.D. 1725-Jul-01 00:00:00.0000, -4.528994931873542E+01, -1.379077009322316E+01,  2.329297062480495E+01,
2351315.500000000, A.D. 1725-Aug-01 00:00:00.0000, -4.527734292626149E+01, -1.385532274964157E+01,  2.327958511167915E+01,
2351346.500000000, A.D. 1725-Sep-01 00:00:00.0000, -4.526465885097272E+01, -1.391984477444589E+01,  2.326615460293331E+01,
2351376.500000000, A.D. 1725-Oct-01 00:00:00.0000, -4.525231052489956E+01, -1.398225565766632E+01,  2.325311457481120E+01,
2351407.500000000, A.D. 1725-Nov-01 00:00:00.0000, -4.523947603938087E+01, -1.404671656660901E+01,  2.323959578969655E+01,
2351437.500000000, A.D. 1725-Dec-01 00:00:00.0000, -4.522698395229967E+01, -1.410906984826212E+01,  2.322647046610248E+01,
2351468.500000000, A.D. 1726-Jan-01 00:00:00.0000, -4.521400177179482E+01, -1.417347361247187E+01,  2.321286366528843E+01,
2351499.500000000, A.D. 1726-Feb-01 00:00:00.0000, -4.520094416756384E+01, -1.423785061291409E+01,  2.319921217381759E+01,
2351527.500000000, A.D. 1726-Mar-01 00:00:00.0000, -4.518908391973513E+01, -1.429597506205339E+01,  2.318684332347620E+01,
2351558.500000000, A.D. 1726-Apr-01 00:00:00.0000, -4.517587866578603E+01, -1.436030147178088E+01,  2.317310666764580E+01,
2351588.500000000, A.D. 1726-May-01 00:00:00.0000, -4.516302505674443E+01, -1.442252646002306E+01,  2.315977055543400E+01,
2351619.500000000, A.D. 1726-Jun-01 00:00:00.0000, -4.514966659624990E+01, -1.448679752359542E+01,  2.314594595463002E+01,
2351649.500000000, A.D. 1726-Jul-01 00:00:00.0000, -4.513666658825804E+01, -1.454896799821848E+01,  2.313252489706302E+01,
2351680.500000000, A.D. 1726-Aug-01 00:00:00.0000, -4.512315955790979E+01, -1.461318397909130E+01,  2.311861269060176E+01,
2351711.500000000, A.D. 1726-Sep-01 00:00:00.0000, -4.510957752665145E+01, -1.467737414074663E+01,  2.310465597783129E+01,
2351741.500000000, A.D. 1726-Oct-01 00:00:00.0000, -4.509636182626639E+01, -1.473947024345366E+01,  2.309110711675300E+01,
2351772.500000000, A.D. 1726-Nov-01 00:00:00.0000, -4.508263028876891E+01, -1.480361302481782E+01,  2.307706278988179E+01,
2351802.500000000, A.D. 1726-Dec-01 00:00:00.0000, -4.506926767298771E+01, -1.486566388048812E+01,  2.306342907999569E+01,
2351833.500000000, A.D. 1727-Jan-01 00:00:00.0000, -4.505538319695618E+01, -1.492975905522560E+01,  2.304929716542715E+01,
2351864.500000000, A.D. 1727-Feb-01 00:00:00.0000, -4.504142120786145E+01, -1.499383013261205E+01,  2.303512083281450E+01,
2351892.500000000, A.D. 1727-Mar-01 00:00:00.0000, -4.502874379196620E+01, -1.505168026365195E+01,  2.302227828895272E+01,
2351923.500000000, A.D. 1727-Apr-01 00:00:00.0000, -4.501463449003373E+01, -1.511570670550861E+01,  2.300801761780931E+01,
2351953.500000000, A.D. 1727-May-01 00:00:00.0000, -4.500090581460363E+01, -1.517764688658593E+01,  2.299417474696017E+01,
2351984.500000000, A.D. 1727-Jun-01 00:00:00.0000, -4.498664123670699E+01, -1.524162994725235E+01,  2.297982678928744E+01,
2352014.500000000, A.D. 1727-Jul-01 00:00:00.0000, -4.497276059439573E+01, -1.530352739322003E+01,  2.296589942930785E+01,
