period,period_dot,class
0.47351253,3.8E-17,RADIO PULSAR
0.002789552,3.32E-21,RADIO PULSAR
0.2911,,RADIO PULSAR
1.17779,,RADIO PULSAR
0.2755776,2.139E-14,RADIO PULSAR
0.438089457,4E-18,RADIO PULSAR
0.356928998,5.459E-17,RADIO PULSAR
0.005384326,-2E-21,RADIO PULSAR
0.003618524,-6.58E-21,RADIO PULSAR
0.620217115,1.222E-15,RADIO PULSAR
0.2537,,RADIO PULSAR
1.832259319,1.7008E-14,RADIO PULSAR
,,RADIO PULSAR
0.00653,,RADIO PULSAR
0.003463071,,RADIO PULSAR
0.004185544,1.07E-20,RADIO PULSAR
0.906976861,1.36705E-13,RADIO PULSAR
1.266998355,3.758E-15,RADIO PULSAR
0.217317452,1.913E-16,RADIO PULSAR
0.003559764,1.09E-20,RADIO PULSAR
0.318817259,3.241E-15,RADIO PULSAR
0.9577,,RADIO PULSAR
0.53402,,RADIO PULSAR
0.542155481,2.797E-14,RADIO PULSAR
0.24681677,6.466E-17,RADIO PULSAR
0.004702324,5.269E-20,RADIO PULSAR
0.554261604,2.109E-15,RADIO PULSAR
0.029772775,8.17E-18,RADIO PULSAR
2.04385,,RADIO PULSAR
0.006418217,8.56E-21,RADIO PULSAR
2.84691,,RADIO PULSAR
1.603983555,5.89E-16,RADIO PULSAR
0.729306961,4.025E-15,RADIO PULSAR
0.44414,,RADIO PULSAR
0.410772,,RADIO PULSAR
1.40504,,RADIO PULSAR
3.29015,,RADIO PULSAR
0.003192941,,RADIO PULSAR
0.033781332,2.9E-20,RADIO PULSAR
0.288219159,2.35746E-15,RADIO PULSAR
0.18573,,RADIO PULSAR
0.864872805,1.0455E-16,RADIO PULSAR
0.00405,,RADIO PULSAR
1.508,,RADIO PULSAR
1.38347,,RADIO PULSAR
0.002483928,2.6069E-20,RADIO PULSAR
0.00265,,RADIO PULSAR
0.002988,,RADIO PULSAR
0.003182,,RADIO PULSAR
0.007946941,-3.33E-21,RADIO PULSAR
0.005553593,4.122E-20,RADIO PULSAR
0.630983058,1.4034E-14,RADIO PULSAR
9.89012,,RADIO PULSAR
0.415823055,4.02719E-14,RADIO PULSAR
0.03209,,RADIO PULSAR
0.33389,,RADIO PULSAR
0.797478075,8.294E-15,RADIO PULSAR
0.745828032,4.61E-15,RADIO PULSAR
0.457526574,1.0181E-15,RADIO PULSAR
0.87595,,RADIO PULSAR
1.47452,,RADIO PULSAR
0.337854845,2.623E-16,RADIO PULSAR
0.793902802,3.59963E-15,RADIO PULSAR
0.374261575,5.705E-15,RADIO PULSAR
0.317306233,2.9898E-16,RADIO PULSAR
0.25317,,RADIO PULSAR
6.403055372,1.43E-15,RADIO PULSAR
0.344018308,2.1844E-15,RADIO PULSAR
0.885240281,2.3034E-14,RADIO PULSAR
0.98303,,RADIO PULSAR
0.415394228,9.48E-17,RADIO PULSAR
1.23224,,RADIO PULSAR
0.42739,,RADIO PULSAR
0.05611,,RADIO PULSAR
0.197644188,1.4E-14,RADIO PULSAR
4.491318359,2.2568E-14,RADIO PULSAR
4.693232933,2.432E-14,RADIO PULSAR
0.004479864,1.63E-19,RADIO PULSAR
0.5466,,RADIO PULSAR
0.00261,,RADIO PULSAR
0.080906689,6.2117E-14,RADIO PULSAR
1.223777454,2.41E-15,RADIO PULSAR
0.35187944,1.135E-15,RADIO PULSAR
0.269954068,7.24E-18,RADIO PULSAR
1.29969345,4.6E-16,RADIO PULSAR
0.989831207,5.52533E-15,RADIO PULSAR
0.618760636,2.23E-16,RADIO PULSAR
0.01059552,5.27E-20,RADIO PULSAR
3.088255793,2.9591E-14,RADIO PULSAR
0.585552888,1.1225E-16,RADIO PULSAR
0.007796776,4.571E-20,RADIO PULSAR
0.772678043,2.6489E-15,RADIO PULSAR
0.326271446,1.242E-16,RADIO PULSAR
1.326148567,1E-16,RADIO PULSAR
4.557820096,1.45125E-13,RADIO PULSAR
1.633565693,7.0029E-15,RADIO PULSAR
0.218711565,9.99455E-16,RADIO PULSAR
0.845347575,1.811E-14,RADIO PULSAR
0.004909239,5.9E-21,RADIO PULSAR
0.00558,,RADIO PULSAR
0.37275,,RADIO PULSAR
3.901,,RADIO PULSAR
0.43809,,RADIO PULSAR
0.00161,,RADIO PULSAR
0.81982,,RADIO PULSAR
1.366449647,1.85E-15,RADIO PULSAR
0.628540823,5.51E-17,RADIO PULSAR
0.867443879,1.025E-16,RADIO PULSAR
0.636584478,5.2E-16,RADIO PULSAR
0.78282,,RADIO PULSAR
0.002149912,1.88208E-20,RADIO PULSAR
0.655450239,7.4593E-15,RADIO PULSAR
0.005850096,2.41199E-20,RADIO PULSAR
0.6643,,RADIO PULSAR
0.6137596,8.837E-17,RADIO PULSAR
0.240153263,8.222E-15,RADIO PULSAR
1.511508504,6.478E-16,RADIO PULSAR
0.256843798,2.0401E-15,RADIO PULSAR
1.36656,,RADIO PULSAR
0.191442663,6.73E-17,RADIO PULSAR
0.554756465,1.2741E-14,RADIO PULSAR
0.75154,,RADIO PULSAR
2.330262821,4.4711E-15,RADIO PULSAR
0.233326207,8.115E-16,RADIO PULSAR
0.003784405,4.9052E-21,RADIO PULSAR
0.963017825,1.6002E-16,RADIO PULSAR
,,RADIO PULSAR
0.420252155,3.7E-17,RADIO PULSAR
0.7989,,RADIO PULSAR
0.07238,,RADIO PULSAR
1.67443,,RADIO PULSAR
0.761194082,2.15864E-14,RADIO PULSAR
0.071094897,1.1E-19,RADIO PULSAR
2.663079683,1.316E-13,RADIO PULSAR
,,RADIO PULSAR
1.043361629,1.1461E-14,RADIO PULSAR
0.23145,,RADIO PULSAR
1.151398592,2.268E-16,RADIO PULSAR
0.284697472,1.08902E-15,RADIO PULSAR
1.39179,,RADIO PULSAR
1.67810633,9.3E-16,RADIO PULSAR
0.354731799,7E-18,RADIO PULSAR
0.290716217,9.14E-17,RADIO PULSAR
2.22025,,RADIO PULSAR
1.320658506,2.645E-15,RADIO PULSAR
0.33629,,RADIO PULSAR
0.421125804,1.137E-16,RADIO PULSAR
1.074080076,2.46199E-15,RADIO PULSAR
0.039122657,2.4075E-19,RADIO PULSAR
14.0499,,RADIO PULSAR
0.45834,,RADIO PULSAR
0.690576358,8.67E-15,RADIO PULSAR
0.664679416,1.72366E-14,RADIO PULSAR
0.312314406,3.2304E-15,RADIO PULSAR
1.616129872,2.78904E-13,RADIO PULSAR
0.7833,,RADIO PULSAR
0.006092368,5.7E-21,RADIO PULSAR
0.002083278,2.982E-21,RADIO PULSAR
0.10101,,RADIO PULSAR
0.846792846,9.8E-16,RADIO PULSAR
0.034428978,3.804E-19,RADIO PULSAR
1.41209,,RADIO PULSAR
0.87704381,1.56817E-14,RADIO PULSAR
0.291020787,2.5856E-15,RADIO PULSAR
0.905137354,1.28061E-15,RADIO PULSAR
0.397589683,5.2152E-15,RADIO PULSAR
0.614756694,3.11E-14,RADIO PULSAR
1.42147,,RADIO PULSAR
4.60036899,2.5338E-14,RADIO PULSAR
0.308047947,7.305E-16,RADIO PULSAR
1.68053,,RADIO PULSAR
0.661997424,1.7969E-15,RADIO PULSAR
0.349951178,6.9311E-15,RADIO PULSAR
1.393484482,2.67207E-13,RADIO PULSAR
1.47363,,RADIO PULSAR
0.35765,,RADIO PULSAR
0.452867354,1.92E-15,RADIO PULSAR
1.138402713,3.15E-15,RADIO PULSAR
0.126400333,6.12482E-16,RADIO PULSAR
0.999245,,RADIO PULSAR
0.752906543,2.26734E-16,RADIO PULSAR
0.00491,,RADIO PULSAR
0.746577356,1.28752E-14,RADIO PULSAR
0.168677559,2.2796E-15,RADIO PULSAR
1.00764,,RADIO PULSAR
0.441209732,1.1123E-15,RADIO PULSAR
0.374117028,1.92039E-14,RADIO PULSAR
1.044312702,2.551E-14,RADIO PULSAR
1.97493,,RADIO PULSAR
0.50856108,1.5895E-15,RADIO PULSAR
2.218602647,3.736E-15,RADIO PULSAR
0.446226282,4.659E-16,RADIO PULSAR
1.273768292,6.79922E-15,RADIO PULSAR
0.003576582,1.20142E-20,RADIO PULSAR
0.234169036,1.564E-16,RADIO PULSAR
2.0604,,RADIO PULSAR
1.66302,,RADIO PULSAR
0.32697,,RADIO PULSAR
0.989706023,1.35232E-13,RADIO PULSAR
0.673505459,7.71023E-15,RADIO PULSAR
0.755992761,2.058E-14,RADIO PULSAR
0.005026861,9.61E-21,RADIO PULSAR
0.832001949,1.8E-17,RADIO PULSAR
6.88,,RADIO PULSAR
1.421653784,5.46E-16,RADIO PULSAR
0.878889431,4.531E-16,RADIO PULSAR
0.003627563,4.695E-21,RADIO PULSAR
0.5288321,,RADIO PULSAR
0.323648024,4.52155E-13,RADIO PULSAR
0.693811206,3.3E-17,RADIO PULSAR
0.389869101,5.125E-15,RADIO PULSAR
0.313016401,7.6E-17,RADIO PULSAR
0.430627099,1.37294E-14,RADIO PULSAR
0.644140153,1.8435E-15,RADIO PULSAR
0.267275008,2.1356E-15,RADIO PULSAR
0.741761952,3.2239E-15,RADIO PULSAR
0.35552,,RADIO PULSAR
0.1598,,RADIO PULSAR
0.505956739,8.7516E-15,RADIO PULSAR
1.28656438,1.52E-16,RADIO PULSAR
0.346522567,1.698E-15,RADIO PULSAR
1.121561892,5.68E-15,RADIO PULSAR
9.42822888,4.1E-14,RADIO PULSAR
0.791232253,1.0595E-14,RADIO PULSAR
2.51165,,RADIO PULSAR
1.24589,,RADIO PULSAR
1.257181104,2.829E-15,RADIO PULSAR
0.00511,,RADIO PULSAR
0.21834,,RADIO PULSAR
0.07573,,RADIO PULSAR
,,RADIO PULSAR
0.258684648,7.516E-16,RADIO PULSAR
0.018511823,3.1E-20,RADIO PULSAR
0.006819959,1.438E-20,RADIO PULSAR
0.325724366,1.37E-16,RADIO PULSAR
0.461712677,2.692E-15,RADIO PULSAR
0.4509,,RADIO PULSAR
1.362817392,1.7472E-15,RADIO PULSAR
0.307682834,2.42E-16,RADIO PULSAR
0.475884938,2.98086E-14,RADIO PULSAR
0.3441,,RADIO PULSAR
0.648040054,4.9416E-15,RADIO PULSAR
0.538646788,2.05E-16,RADIO PULSAR
1.03771,,RADIO PULSAR
2.712422838,6.122E-15,RADIO PULSAR
0.97044,,RADIO PULSAR
5.01248,,RADIO PULSAR
0.643998664,2.2872E-15,RADIO PULSAR
1.0739,,RADIO PULSAR
1.36586,,RADIO PULSAR
0.487812628,2.1E-16,RADIO PULSAR
1.536490138,2.999E-15,RADIO PULSAR
0.325415322,8.3062E-15,RADIO PULSAR
0.36367633,1.8416E-14,RADIO PULSAR
1.90881,,RADIO PULSAR
0.212352673,8.2459E-16,RADIO PULSAR
0.318062051,3.75E-16,RADIO PULSAR
1.206801436,2.35957E-15,RADIO PULSAR
1.542704449,3.306E-15,RADIO PULSAR
0.208958332,4.10898E-16,RADIO PULSAR
0.574697952,6.71E-16,RADIO PULSAR
0.01122,,RADIO PULSAR
0.81347,,RADIO PULSAR
,,RADIO PULSAR
0.144073155,2.02678E-14,RADIO PULSAR
0.541752114,1.0708E-14,RADIO PULSAR
0.86791,,RADIO PULSAR
0.237161293,1.5192E-13,RADIO PULSAR
0.79691,,RADIO PULSAR
2.058313789,1.39E-16,RADIO PULSAR
0.004327984,6.67E-21,RADIO PULSAR
0.464300493,1.294E-16,RADIO PULSAR
0.05719,,RADIO PULSAR
3.74663,,RADIO PULSAR
1.19276,,RADIO PULSAR
0.437454407,2.183E-16,RADIO PULSAR
0.263344726,1.7317E-14,RADIO PULSAR
0.45549939,3.02E-17,RADIO PULSAR
0.19023,,RADIO PULSAR
0.502923871,4.7374E-15,RADIO PULSAR
2.55287,,RADIO PULSAR
0.210648412,5.3633E-15,RADIO PULSAR
2.0631,,RADIO PULSAR
0.440372,,RADIO PULSAR
0.43344,,RADIO PULSAR
1.50773,,RADIO PULSAR
0.328664727,2.721E-16,RADIO PULSAR
2.71009,,RADIO PULSAR
0.134409004,4.5696E-15,RADIO PULSAR
0.3033,,RADIO PULSAR
0.512110723,1.9872E-15,RADIO PULSAR
0.167627579,3.69542E-15,RADIO PULSAR
2.129665364,1.74935E-14,RADIO PULSAR
0.00444,,RADIO PULSAR
0.303910924,2.199E-16,RADIO PULSAR
0.440039883,5.86395E-16,RADIO PULSAR
0.342776797,1.571E-15,RADIO PULSAR
0.00462,,RADIO PULSAR
0.185397244,2.3865E-15,RADIO PULSAR
0.439995272,2.9009E-15,RADIO PULSAR
0.15314,,RADIO PULSAR
1.23197,,RADIO PULSAR
0.00619,,RADIO PULSAR
2.18274599,1.31E-14,RADIO PULSAR
3.914657916,5.13E-15,RADIO PULSAR
0.004055838,4.412E-21,RADIO PULSAR
3.77214,,RADIO PULSAR
1.527042271,5.5446E-15,RADIO PULSAR
0.218252913,3.49853E-15,RADIO PULSAR
1.49488,,RADIO PULSAR
0.903913357,7.3609E-16,RADIO PULSAR
0.005185202,1.73367E-20,RADIO PULSAR
0.336554652,3.48712E-14,RADIO PULSAR
1.241421391,5.479E-16,RADIO PULSAR
0.458734826,3.3244E-16,RADIO PULSAR
0.290305256,6.35E-17,RADIO PULSAR
0.381319294,1.09034E-15,RADIO PULSAR
0.395555112,1.952E-16,RADIO PULSAR
2.170701297,2.6283E-15,RADIO PULSAR
0.166314478,1.48383E-14,RADIO PULSAR
0.222949273,3.5805E-14,RADIO PULSAR
0.77534459,1.32E-16,RADIO PULSAR
1.234853628,6.421E-15,RADIO PULSAR
1.480743824,4.78E-16,RADIO PULSAR
0.830269885,9.8E-17,RADIO PULSAR
0.22610711,9.42955E-14,RADIO PULSAR
0.562302288,9.576E-15,RADIO PULSAR
0.273706758,1.751E-17,RADIO PULSAR
0.323857547,3.548E-15,RADIO PULSAR
0.35715482,3.6899E-14,RADIO PULSAR
0.748448416,4.3248E-16,RADIO PULSAR
2.02078,,RADIO PULSAR
1.214090492,4E-16,RADIO PULSAR
0.848932751,8E-16,RADIO PULSAR
0.89747,,RADIO PULSAR
1.63451,,RADIO PULSAR
1.241964599,4.32E-16,RADIO PULSAR
0.36547,,RADIO PULSAR
0.645161191,1.39E-16,RADIO PULSAR
0.404551767,1.52577E-14,RADIO PULSAR
0.005362101,1.784E-20,RADIO PULSAR
2.74664729,1.7E-15,RADIO PULSAR
0.00905,,RADIO PULSAR
1.745,,RADIO PULSAR
0.27025444,2.51846E-15,RADIO PULSAR
1.097705705,3.49339E-15,RADIO PULSAR
0.837148196,1.6737E-14,RADIO PULSAR
0.01645293,4.33391E-20,RADIO PULSAR
0.028853861,4.73E-20,RADIO PULSAR
0.9111,,RADIO PULSAR
1.856569717,2.76E-16,RADIO PULSAR
0.410860719,8.13E-17,RADIO PULSAR
0.498397,,RADIO PULSAR
0.411158866,5.4152E-15,RADIO PULSAR
2.09944017,1.735E-15,RADIO PULSAR
1.618338921,6.8E-16,RADIO PULSAR
0.48428646,5.725E-17,RADIO PULSAR
0.905393888,9.962E-16,RADIO PULSAR
0.531493034,2.57067E-13,RADIO PULSAR
2.48499,,RADIO PULSAR
0.34938,,RADIO PULSAR
0.628969721,3.4E-17,RADIO PULSAR
0.4327,,RADIO PULSAR
1.726810204,2.0698E-14,RADIO PULSAR
0.01069,,RADIO PULSAR
0.409349486,1.5762E-14,RADIO PULSAR
0.43421,,RADIO PULSAR
2.215801739,6.48E-15,RADIO PULSAR
1.172719,,RADIO PULSAR
1.110944,,RADIO PULSAR
2.31,,RADIO PULSAR
0.08773,,RADIO PULSAR
0.573196989,6.3887E-16,RADIO PULSAR
0.190067108,1.9546E-16,RADIO PULSAR
0.190872845,1.21655E-14,RADIO PULSAR
0.00387,,RADIO PULSAR
0.45062,,RADIO PULSAR
0.13887,,RADIO PULSAR
0.0068,,RADIO PULSAR
0.283642112,2.64029E-15,RADIO PULSAR
0.027285007,1.61E-19,RADIO PULSAR
0.923871918,3.404E-16,RADIO PULSAR
0.67071,,RADIO PULSAR
0.50988582,1.56E-16,RADIO PULSAR
0.354437595,7.36052E-17,RADIO PULSAR
1.32152,,RADIO PULSAR
1.787036805,2.346E-15,RADIO PULSAR
0.51031,,RADIO PULSAR
0.600997496,6.555E-16,RADIO PULSAR
0.8621,,RADIO PULSAR
5.094083028,3.031E-15,RADIO PULSAR
0.751261115,1.66038E-15,RADIO PULSAR
0.56207429,2.57E-17,RADIO PULSAR
0.409140183,2.59192E-15,RADIO PULSAR
0.37121,,RADIO PULSAR
0.306068645,5.016E-15,RADIO PULSAR
0.173647196,1.531E-17,RADIO PULSAR
0.448945467,7.25E-17,RADIO PULSAR
1.420160341,1.5979E-13,RADIO PULSAR
0.851890277,2.865E-15,RADIO PULSAR
0.100040955,1.3671E-14,RADIO PULSAR
0.037904441,2.42249E-18,RADIO PULSAR
1.93975818,9.478E-16,RADIO PULSAR
2.650439299,1.3768E-15,RADIO PULSAR
1.229312421,3.4E-15,RADIO PULSAR
0.037660167,2E-18,RADIO PULSAR
0.006743394,2.4E-20,RADIO PULSAR
0.004802804,-1.075E-18,RADIO PULSAR
0.056133036,9.5406E-18,RADIO PULSAR
0.00512,,RADIO PULSAR
0.110664704,-2.10281E-17,RADIO PULSAR
0.004027043,3.2E-20,RADIO PULSAR
0.004651435,1.78E-19,RADIO PULSAR
0.030529296,4.98789E-18,RADIO PULSAR
4.756796379,3.78E-15,RADIO PULSAR
3.759491487,1.847E-15,RADIO PULSAR
1.528295081,1.7457E-15,RADIO PULSAR
1.963531984,6.2E-15,RADIO PULSAR
0.227387489,2.34516E-14,RADIO PULSAR
2.27755,,RADIO PULSAR
1.441741593,8.22973E-15,RADIO PULSAR
0.9793,,RADIO PULSAR
0.006218532,1.14334E-19,RADIO PULSAR
0.003021606,1.68E-20,RADIO PULSAR
0.827097371,1.948E-15,RADIO PULSAR
0.553167453,1.9E-17,RADIO PULSAR
0.75473,,RADIO PULSAR
0.02724,,RADIO PULSAR
1.059848758,5.63E-16,RADIO PULSAR
0.004983584,9.6798E-21,RADIO PULSAR
0.00563,,RADIO PULSAR
0.57316,,RADIO PULSAR
1.221019982,5E-16,RADIO PULSAR
1.205303285,1.15199E-14,RADIO PULSAR
1.010461733,1.8899E-15,RADIO PULSAR
0.828,,RADIO PULSAR
0.004091797,8.7171E-21,RADIO PULSAR
0.928323751,3.182E-16,RADIO PULSAR
1.060363544,3.592E-16,RADIO PULSAR
1.830857453,1.31E-16,RADIO PULSAR
0.856748868,2.2579E-15,RADIO PULSAR
0.803050265,1.45132E-15,RADIO PULSAR
0.281844951,3.6596E-15,RADIO PULSAR
0.571399861,3.78771E-15,RADIO PULSAR
0.760031968,3.661E-15,RADIO PULSAR
1.197383394,6.87E-16,RADIO PULSAR
1.9743,,RADIO PULSAR
0.923391387,8.67761E-15,RADIO PULSAR
0.471603579,2.29E-16,RADIO PULSAR
2.1281,,RADIO PULSAR
0.345581898,1.49242E-15,RADIO PULSAR
0.299992041,1.586E-16,RADIO PULSAR
1.099047163,7.78E-16,RADIO PULSAR
0.23299,,RADIO PULSAR
4.60294,,RADIO PULSAR
0.559084099,1.2387E-15,RADIO PULSAR
0.00572,,RADIO PULSAR
,,RADIO PULSAR
0.004625962,1.69244E-20,RADIO PULSAR
3.174831829,3.7E-15,RADIO PULSAR
0.194630983,7.19782E-15,RADIO PULSAR
0.32354,,RADIO PULSAR
0.866926671,3.66E-15,RADIO PULSAR
2.26091,,RADIO PULSAR
0.74163952,7.286E-16,RADIO PULSAR
0.521472714,8.03532E-16,RADIO PULSAR
0.00321,,RADIO PULSAR
0.694053479,7.6801E-16,RADIO PULSAR
0.275025683,1.2815E-16,RADIO PULSAR
0.425720327,1.9E-18,RADIO PULSAR
0.297494122,4.89E-17,RADIO PULSAR
0.44646,,RADIO PULSAR
0.440153067,2.89263E-16,RADIO PULSAR
1.38899395,3.803E-15,RADIO PULSAR
0.00317,,RADIO PULSAR
0.618182591,5.60066E-15,RADIO PULSAR
0.49085673,3.93E-16,RADIO PULSAR
1.159519785,2.1814E-15,RADIO PULSAR
0.20288,,RADIO PULSAR
1.324921971,2.1948E-16,RADIO PULSAR
0.270329463,3.997E-15,RADIO PULSAR
0.003445251,2.4306E-21,RADIO PULSAR
1.779225575,6.328E-15,RADIO PULSAR
2.28244,,RADIO PULSAR
1.010738953,2.1E-16,RADIO PULSAR
0.938014228,9E-16,RADIO PULSAR
0.996107795,2.19E-16,RADIO PULSAR
0.30451,,RADIO PULSAR
0.375463379,1.8723E-15,RADIO PULSAR
1.864331867,4.59E-16,RADIO PULSAR
0.6119,,RADIO PULSAR
2.872773651,5.6E-15,RADIO PULSAR
2.902504,,RADIO PULSAR
0.059767358,1.576E-19,RADIO PULSAR
0.23995,,RADIO PULSAR
0.49863,,RADIO PULSAR
0.403,,RADIO PULSAR
1.60276,,RADIO PULSAR
0.79223592,6.65E-17,RADIO PULSAR
2.233769775,1.6813E-15,RADIO PULSAR
0.596799464,1.125E-16,RADIO PULSAR
1.04876,,RADIO PULSAR
1.094396265,4.2E-16,RADIO PULSAR
0.549160602,2.0278E-17,RADIO PULSAR
0.933971582,3.9255E-15,RADIO PULSAR
1.37146,,RADIO PULSAR
1.383965,,RADIO PULSAR
1.6551,,RADIO PULSAR
0.10995,,RADIO PULSAR
0.96733837,4.039E-15,RADIO PULSAR
0.314355396,5.0148E-15,RADIO PULSAR
0.374195893,2.36723E-15,RADIO PULSAR
0.00428,,RADIO PULSAR
1.138285683,1.82318E-16,RADIO PULSAR
0.370882999,2.543E-15,RADIO PULSAR
0.143575681,9.8036E-16,RADIO PULSAR
0.00376,,RADIO PULSAR
0.002556367,7.352E-21,RADIO PULSAR
,,RADIO PULSAR
1.187913066,3.73384E-15,RADIO PULSAR
0.045781817,1.8612E-19,RADIO PULSAR
1.5454,,RADIO PULSAR
0.059030003,8.6183E-18,RADIO PULSAR
0.025701739,7.9E-20,RADIO PULSAR
2.18,,RADIO PULSAR
0.308305907,3.353E-17,RADIO PULSAR
0.0446,,RADIO PULSAR
0.358738411,6.00252E-15,RADIO PULSAR
0.529681,,RADIO PULSAR
2.31165,,RADIO PULSAR
0.375082251,3.2096E-16,RADIO PULSAR
0.00411,,RADIO PULSAR
0.936448008,2.2345E-14,RADIO PULSAR
0.67839,,RADIO PULSAR
1.087417728,9.109E-17,RADIO PULSAR
2.935186459,3.64212E-13,RADIO PULSAR
0.945844752,1.35104E-14,RADIO PULSAR
0.04971,,RADIO PULSAR
0.276497484,2.25E-16,RADIO PULSAR
0.00444,,RADIO PULSAR
0.158042918,2.56384E-15,RADIO PULSAR
0.4524,,RADIO PULSAR
0.562789987,2.161E-16,RADIO PULSAR
1.616231495,4.055E-16,RADIO PULSAR
0.579822815,1.79944E-14,RADIO PULSAR
1.901967399,2.677E-15,RADIO PULSAR
0.893319661,2.1525E-16,RADIO PULSAR
0.414763027,1.223E-17,RADIO PULSAR
0.6321,,RADIO PULSAR
0.865606225,5.949E-16,RADIO PULSAR
0.003957668,1.3202E-20,RADIO PULSAR
1.73,,RADIO PULSAR
2.0667,,RADIO PULSAR
0.547209202,4.3E-17,RADIO PULSAR
0.758433236,1.13E-16,RADIO PULSAR
0.002732589,1.7666E-20,RADIO PULSAR
1.366682059,8.714E-16,RADIO PULSAR
0.119267758,2.865E-19,RADIO PULSAR
1.609706338,8.808E-16,RADIO PULSAR
0.4196,,RADIO PULSAR
0.28983833,,RADIO PULSAR
0.004200102,,RADIO PULSAR
0.021507234,4.9E-20,RADIO PULSAR
3.9954,,RADIO PULSAR
0.236170877,1.33839E-14,RADIO PULSAR
0.005948958,1.1146E-20,RADIO PULSAR
0.334725227,3.24E-16,RADIO PULSAR
0.696262215,1.01E-16,RADIO PULSAR
2.08134346,1.705E-15,RADIO PULSAR
0.654408147,3.78E-16,RADIO PULSAR
0.9333,,RADIO PULSAR
1.2165,,RADIO PULSAR
1.996899014,7.3E-16,RADIO PULSAR
0.041831288,4.322E-19,RADIO PULSAR
0.460405819,1.31E-17,RADIO PULSAR
,,RADIO PULSAR
0.05834513,,RADIO PULSAR
0.440618477,2.4092E-17,RADIO PULSAR
1.220470005,2.36E-15,RADIO PULSAR
0.03292,,RADIO PULSAR
0.394354427,2.271E-16,RADIO PULSAR
0.29446,,RADIO PULSAR
0.00607,,RADIO PULSAR
0.01253,,RADIO PULSAR
0.00624,,RADIO PULSAR
0.033163166,,RADIO PULSAR
0.01054,,RADIO PULSAR
0.23413144,1.07364E-13,RADIO PULSAR
0.336424676,2.1E-17,RADIO PULSAR
0.74400094,5.131E-16,RADIO PULSAR
0.84354791,2.3207E-15,RADIO PULSAR
0.00236457,2.919E-21,RADIO PULSAR
1.068707691,2.42E-16,RADIO PULSAR
0.69374767,2.097E-15,RADIO PULSAR
0.004888,,RADIO PULSAR
0.02893,,RADIO PULSAR
0.0799,,RADIO PULSAR
0.10067,,RADIO PULSAR
0.503,,RADIO PULSAR
0.79281,,RADIO PULSAR
0.482766274,1.16E-16,RADIO PULSAR
1.019092771,2.054E-16,RADIO PULSAR
0.298313497,2.243E-15,RADIO PULSAR
0.27873,,RADIO PULSAR
0.542451096,9.7E-17,RADIO PULSAR
0.0058,,RADIO PULSAR
0.005792303,1.1656E-20,RADIO PULSAR
1.916353,,RADIO PULSAR
0.33921584,,RADIO PULSAR
0.97435,,RADIO PULSAR
1.277941625,1.99E-16,RADIO PULSAR
0.68924,,RADIO PULSAR
0.37173,,RADIO PULSAR
0.817329808,6.3495E-15,RADIO PULSAR
3.5297,,RADIO PULSAR
0.230984426,2.68E-18,RADIO PULSAR
1.346012185,1.43E-15,RADIO PULSAR
0.38886,,RADIO PULSAR
1.387584446,1.29524E-15,RADIO PULSAR
1.24855,,RADIO PULSAR
0.56373,,RADIO PULSAR
2.074377078,2.04E-15,RADIO PULSAR
0.064940388,4.0063E-19,RADIO PULSAR
0.821035081,8.9551E-16,RADIO PULSAR
0.00972,,RADIO PULSAR
0.501123113,1.008E-16,RADIO PULSAR
0.25783194,2.5553E-15,RADIO PULSAR
0.157508543,5.226E-16,RADIO PULSAR
0.760681389,5E-17,RADIO PULSAR
0.426645981,3.727E-17,RADIO PULSAR
0.687081857,3.399E-15,RADIO PULSAR
0.00817,,RADIO PULSAR
0.002634135,7.5E-22,RADIO PULSAR
0.299071778,3.50084E-15,RADIO PULSAR
1.172763402,6.4875E-16,RADIO PULSAR
2.2911,,RADIO PULSAR
0.268217403,4.21706E-15,RADIO PULSAR
4.634,,RADIO PULSAR
0.03799,,RADIO PULSAR
3.406538671,1.04E-15,RADIO PULSAR
0.080118133,6.07579E-14,RADIO PULSAR
0.00195,,RADIO PULSAR
0.237790138,2.09E-15,RADIO PULSAR
1.390723423,4.93744E-14,RADIO PULSAR
0.537143086,9.9555E-16,RADIO PULSAR
,,RADIO PULSAR
0.016960175,9.2E-19,RADIO PULSAR
0.004808428,9.661E-21,RADIO PULSAR
0.8069,,RADIO PULSAR
1.419,,RADIO PULSAR
2.232969028,1.01775E-14,RADIO PULSAR
3.95385296,3.24E-15,RADIO PULSAR
0.5053,,RADIO PULSAR
0.6429599,,RADIO PULSAR
1.077924343,8.1803E-15,RADIO PULSAR
3.314001501,1.4E-16,RADIO PULSAR
1.262471312,8.541E-16,RADIO PULSAR
1.358745313,2.22E-16,RADIO PULSAR
1.7769,,RADIO PULSAR
0.723598503,2.1386E-15,RADIO PULSAR
1.1667,,RADIO PULSAR
,,RADIO PULSAR
10.31252206,1.12E-13,RADIO PULSAR
0.055698014,2.35E-19,RADIO PULSAR
0.03158187,,RADIO PULSAR
0.398173022,2.028E-16,RADIO PULSAR
,,RADIO PULSAR
1.444653102,1.04705E-15,RADIO PULSAR
1.61566378,7.4E-16,RADIO PULSAR
0.5959,,RADIO PULSAR
3.7556,,RADIO PULSAR
1.118590689,1.4456E-15,RADIO PULSAR
1.33730216,1.34821E-15,RADIO PULSAR
3.74553925,4.0053E-14,RADIO PULSAR
