Date__(UT)_,_HR:MN,,R.,A._,____(I,CRF),___,__DEC,Azi,El,APmag,S-brt,delta,deldot,S-O-T,/r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
$$SOE,,,,,,,,,,,,,,,,,,,,,,
2022-Nov-21,13:00,*m,15,46,36.63,-19,54,24.3,120.665271,20.901667,-26.768,-10.589,0.987932734,-0.6950807,0,/?,0,2.5088196,102.85854,-1.334749,n.a.,n.a.
2022-Nov-22,13:00,*m,15,50,48.61,-20,7,28.6,120.833806,20.741745,-26.769,-10.589,0.987737103,-0.6908149,0,/?,0,2.5098922,102.4978,-1.326294,n.a.,n.a.
2022-Nov-23,13:00,*m,15,55,1.39,-20,20,10.7,120.994721,20.582138,-26.769,-10.589,0.987543744,-0.6867238,0,/?,0,2.5109002,102.13202,-1.318208,n.a.,n.a.
2022-Nov-24,13:00,*m,15,59,14.96,-20,32,30.4,121.147992,20.422978,-26.77,-10.589,0.987352608,-0.6826665,0,/?,0,2.5118367,101.7613,-1.310223,n.a.,n.a.
2022-Nov-25,13:00,*,16,3,29.3,-20,44,27.2,121.293602,20.264402,-26.77,-10.589,0.987163735,-0.6784728,0,/?,0,2.5126985,101.38578,-1.302017,n.a.,n.a.
2022-Nov-26,13:00,*,16,7,44.38,-20,56,0.8,121.431533,20.106548,-26.771,-10.589,0.986977268,-0.6739654,0,/?,0,2.5134881,101.0056,-1.293247,n.a.,n.a.
2022-Nov-27,13:00,*,16,12,0.18,-21,7,10.9,121.561771,19.949553,-26.771,-10.589,0.986793446,-0.6689869,0,/?,0,2.5142124,100.62092,-1.28361,n.a.,n.a.
2022-Nov-28,13:00,*,16,16,16.7,-21,17,57,121.684305,19.793552,-26.771,-10.589,0.986612591,-0.663421,0,/?,0,2.5148822,100.23192,-1.272877,n.a.,n.a.
2022-Nov-29,13:00,*,16,20,33.9,-21,28,18.9,121.799122,19.638674,-26.772,-10.589,0.986435076,-0.6572023,0,/?,0,2.5155104,99.838775,-1.260916,n.a.,n.a.
2022-Nov-30,13:00,*,16,24,51.76,-21,38,16.3,121.906215,19.485043,-26.772,-10.589,0.986261297,-0.6503149,0,/?,0,2.5161096,99.441643,-1.247689,n.a.,n.a.
2022-Dec-01,13:00,*,16,29,10.27,-21,47,48.9,122.005581,19.332777,-26.773,-10.589,0.986091647,-0.6427831,0,/?,0,2.5166917,99.040692,-1.233237,n.a.,n.a.
2022-Dec-02,13:00,*,16,33,29.41,-21,56,56.4,122.097217,19.181988,-26.773,-10.589,0.985926498,-0.6346606,0,/?,0,2.5172667,98.636083,-1.217657,n.a.,n.a.
2022-Dec-03,13:00,*,16,37,49.15,-22,5,38.6,122.181129,19.032787,-26.773,-10.589,0.985766184,-0.6260203,0,/?,0,2.5178427,98.227971,-1.201084,n.a.,n.a.
2022-Dec-04,13:00,*,16,42,9.47,-22,13,55.1,122.25732,18.885278,-26.774,-10.589,0.985610992,-0.6169471,0,/?,0,2.5184259,97.81651,-1.183678,n.a.,n.a.
2022-Dec-05,13:00,*,16,46,30.36,-22,21,45.9,122.325802,18.739566,-26.774,-10.589,0.985461159,-0.6075325,0,/?,0,2.5190205,97.401852,-1.16561,n.a.,n.a.
2022-Dec-06,13:00,*,16,50,51.79,-22,29,10.6,122.386584,18.595751,-26.774,-10.589,0.985316869,-0.59787,0,/?,0,2.5196294,96.984148,-1.14706,n.a.,n.a.
2022-Dec-07,13:00,*,16,55,13.75,-22,36,8.9,122.439682,18.453935,-26.775,-10.589,0.985178251,-0.5880522,0,/?,0,2.5202534,96.563549,-1.128203,n.a.,n.a.
2022-Dec-08,13:00,*,16,59,36.2,-22,42,40.9,122.48511,18.314219,-26.775,-10.589,0.985045383,-0.578167,0,/?,0,2.5208922,96.140207,-1.109209,n.a.,n.a.
2022-Dec-09,13:00,*,17,3,59.13,-22,48,46.1,122.522887,18.176704,-26.775,-10.589,0.984918293,-0.5682952,0,/?,0,2.5215442,95.714273,-1.090233,n.a.,n.a.
2022-Dec-10,13:00,*m,17,8,22.5,-22,54,24.4,122.553033,18.041491,-26.775,-10.589,0.984796965,-0.5585086,0,/?,0,2.522207,95.285903,-1.071413,n.a.,n.a.
2022-Dec-11,13:00,*m,17,12,46.3,-22,59,35.7,122.57557,17.908681,-26.776,-10.589,0.984681345,-0.5488701,0,/?,0,2.5228773,94.855253,-1.052872,n.a.,n.a.
2022-Dec-12,13:00,*m,17,17,10.5,-23,4,19.8,122.590523,17.778376,-26.776,-10.589,0.984571345,-0.539434,0,/?,0,2.5235515,94.422481,-1.034715,n.a.,n.a.
2022-Dec-13,13:00,*m,17,21,35.06,-23,8,36.4,122.597919,17.65068,-26.776,-10.589,0.984466847,-0.5302482,0,/?,0,2.5242258,93.987751,-1.017035,n.a.,n.a.
2022-Dec-14,13:00,*m,17,25,59.97,-23,12,25.6,122.59779,17.525693,-26.776,-10.589,0.984367706,-0.5213565,0,/?,0,2.524896,93.551227,-0.999917,n.a.,n.a.
2022-Dec-15,13:00,*m,17,30,25.19,-23,15,47,122.59017,17.40352,-26.777,-10.589,0.984273753,-0.5128012,0,/?,0,2.5255579,93.113075,-0.983444,n.a.,n.a.
2022-Dec-16,13:00,*m,17,34,50.68,-23,18,40.7,122.575095,17.284263,-26.777,-10.589,0.984184796,-0.5046239,0,/?,0,2.5262062,92.673464,-0.967698,n.a.,n.a.
2022-Dec-17,13:00,*m,17,39,16.43,-23,21,6.5,122.552606,17.168025,-26.777,-10.589,0.984100617,-0.4968653,0,/?,0,2.5268351,92.232564,-0.952756,n.a.,n.a.
2022-Dec-18,13:00,*m,17,43,42.39,-23,23,4.2,122.522749,17.054908,-26.777,-10.589,0.984020975,-0.4895606,0,/?,0,2.5274372,91.790547,-0.938691,n.a.,n.a.
2022-Dec-19,13:00,*m,17,48,8.53,-23,24,33.9,122.485573,16.945018,-26.777,-10.589,0.983945615,-0.4827316,0,/?,0,2.5280032,91.347587,-0.925544,n.a.,n.a.
2022-Dec-20,13:00,*m,17,52,34.81,-23,25,35.4,122.441134,16.838459,-26.777,-10.589,0.983874273,-0.4763748,0,/?,0,2.5285223,90.903864,-0.913314,n.a.,n.a.
2022-Dec-21,13:00,*m,17,57,1.2,-23,26,8.7,122.389493,16.735338,-26.778,-10.589,0.983806699,-0.4704457,0,/?,0,2.5289826,90.459568,-0.90192,n.a.,n.a.
2022-Dec-22,13:00,*m,18,1,27.66,-23,26,13.7,122.330718,16.635764,-26.778,-10.589,0.983742683,-0.4648478,0,/?,0,2.5293723,90.014902,-0.891179,n.a.,n.a.
2022-Dec-23,13:00,*m,18,5,54.15,-23,25,50.5,122.264882,16.539848,-26.778,-10.589,0.983682087,-0.4594305,0,/?,0,2.5296823,89.570086,-0.880809,n.a.,n.a.
2022-Dec-24,13:00,*m,18,10,20.63,-23,24,58.9,122.192061,16.4477,-26.778,-10.589,0.983624871,-0.454004,0,/?,0,2.5299086,89.12536,-0.870449,n.a.,n.a.
2022-Dec-25,13:00,*,18,14,47.06,-23,23,39.1,122.112331,16.359431,-26.778,-10.589,0.983571109,-0.4483687,0,/?,0,2.5300529,88.680971,-0.859715,n.a.,n.a.
2022-Dec-26,13:00,*,18,19,13.4,-23,21,51,122.025769,16.275146,-26.778,-10.589,0.983520985,-0.4423496,0,/?,0,2.5301231,88.237171,-0.848272,n.a.,n.a.
2022-Dec-27,13:00,*,18,23,39.6,-23,19,34.7,121.932451,16.194945,-26.778,-10.589,0.98347477,-0.4358226,0,/?,0,2.5301312,87.794204,-0.835878,n.a.,n.a.
2022-Dec-28,13:00,*,18,28,5.65,-23,16,50.3,121.832456,16.118917,-26.778,-10.589,0.983432789,-0.428723,0,/?,0,2.5300909,87.352302,-0.822405,n.a.,n.a.
2022-Dec-29,13:00,*,18,32,31.48,-23,13,37.9,121.72586,16.047145,-26.778,-10.589,0.983395388,-0.4210397,0,/?,0,2.5300155,86.91168,-0.807825,n.a.,n.a.
2022-Dec-30,13:00,*,18,36,57.09,-23,9,57.5,121.612742,15.979702,-26.779,-10.589,0.983362906,-0.4128012,0,/?,0,2.5299165,86.472542,-0.79219,n.a.,n.a.
2022-Dec-31,13:00,*,18,41,22.43,-23,5,49.4,121.493181,15.916652,-26.779,-10.589,0.983335658,-0.4040604,0,/?,0,2.5298034,86.035079,-0.775594,n.a.,n.a.
2023-Jan-01,13:00,*,18,45,47.46,-23,1,13.5,121.367258,15.858055,-26.779,-10.589,0.983313926,-0.394883,0,/?,0,2.5296838,85.599473,-0.758163,n.a.,n.a.
