Date__(UT)_,_HR:MN,,R.,A._,____(I,CRF),___,__DEC,Azi____(a-,app)___Elev,APmag,S-brt,delta,deldot,S-O-T,/r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
2022-Jan-01,13:00,*m,18,46,54.99,-22,59,57,116.945002,50.600803,-26.779,-10.589,0.98331689,-0.2767187,0,/?,0,2.5177942,85.39148,-0.535489,n.a.,n.a.
2022-Jan-02,13:00,*m,18,51,19.79,-22,54,46.7,116.763554,50.521978,-26.779,-10.589,0.983309022,-0.2715144,0,/?,0,2.5178842,84.95596,-0.525512,n.a.,n.a.
2022-Jan-03,13:00,*m,18,55,44.24,-22,49,8.9,116.571909,50.446121,-26.779,-10.589,0.983304639,-0.2663279,0,/?,0,2.5178903,84.522494,-0.515585,n.a.,n.a.
2022-Jan-04,13:00,*m,19,0,8.31,-22,43,3.8,116.370195,50.373292,-26.779,-10.589,0.98330379,-0.2609642,0,/?,0,2.5178159,84.091314,-0.505332,n.a.,n.a.
2022-Jan-05,13:00,*m,19,4,31.97,-22,36,31.7,116.158538,50.303539,-26.779,-10.589,0.983306629,-0.2552645,0,/?,0,2.5176694,83.662646,-0.494447,n.a.,n.a.
2022-Jan-06,13:00,*m,19,8,55.17,-22,29,32.8,115.93706,50.236905,-26.779,-10.589,0.983313384,-0.2491243,0,/?,0,2.5174624,83.236711,-0.482727,n.a.,n.a.
2022-Jan-07,13:00,*,19,13,17.89,-22,22,7.1,115.705882,50.173422,-26.779,-10.589,0.983324328,-0.2424931,0,/?,0,2.5172069,82.813715,-0.470072,n.a.,n.a.
2022-Jan-08,13:00,*,19,17,40.1,-22,14,15.1,115.465122,50.11311,-26.779,-10.589,0.983339747,-0.2353639,0,/?,0,2.5169141,82.39385,-0.456466,n.a.,n.a.
2022-Jan-09,13:00,*,19,22,1.77,-22,5,56.9,115.214898,50.055983,-26.779,-10.589,0.983359926,-0.2277577,0,/?,0,2.5165935,81.977293,-0.441946,n.a.,n.a.
2022-Jan-10,13:00,*,19,26,22.88,-21,57,12.7,114.955325,50.002046,-26.779,-10.589,0.983385128,-0.2197103,0,/?,0,2.5162527,81.564212,-0.426579,n.a.,n.a.
2022-Jan-11,13:00,*,19,30,43.41,-21,48,2.9,114.686517,49.951297,-26.778,-10.589,0.983415595,-0.2112638,0,/?,0,2.5158979,81.154765,-0.410444,n.a.,n.a.
2022-Jan-12,13:00,*,19,35,3.33,-21,38,27.6,114.408585,49.903727,-26.778,-10.589,0.983451544,-0.2024617,0,/?,0,2.5155342,80.749103,-0.393623,n.a.,n.a.
2022-Jan-13,13:00,*,19,39,22.62,-21,28,27.3,114.12164,49.859323,-26.778,-10.589,0.983493165,-0.1933481,0,/?,0,2.5151661,80.34737,-0.3762,n.a.,n.a.
2022-Jan-14,13:00,*,19,43,41.27,-21,18,2.1,113.825788,49.818064,-26.778,-10.589,0.983540623,-0.1839681,0,/?,0,2.5147975,79.949704,-0.358262,n.a.,n.a.
2022-Jan-15,13:00,*,19,47,59.26,-21,7,12.4,113.521134,49.779924,-26.778,-10.589,0.983594055,-0.1743706,0,/?,0,2.5144322,79.556238,-0.3399,n.a.,n.a.
2022-Jan-16,13:00,*,19,52,16.57,-20,55,58.5,113.207779,49.744872,-26.778,-10.589,0.983653567,-0.1646098,0,/?,0,2.5140737,79.167096,-0.321219,n.a.,n.a.
2022-Jan-17,13:00,*,19,56,33.18,-20,44,20.7,112.885822,49.712873,-26.778,-10.589,0.983719233,-0.1547476,0,/?,0,2.5137251,78.782397,-0.302338,n.a.,n.a.
2022-Jan-18,13:00,*,20,0,49.1,-20,32,19.2,112.55536,49.683885,-26.778,-10.589,0.983791086,-0.1448541,0,/?,0,2.5133887,78.402251,-0.283391,n.a.,n.a.
2022-Jan-19,13:00,*,20,5,4.29,-20,19,54.5,112.216483,49.657864,-26.777,-10.589,0.983869118,-0.1350074,0,/?,0,2.513066,78.026761,-0.264528,n.a.,n.a.
2022-Jan-20,13:00,*,20,9,18.76,-20,7,6.9,111.869282,49.63476,-26.777,-10.589,0.983953273,-0.1252917,0,/?,0,2.5127574,77.656024,-0.245912,n.a.,n.a.
2022-Jan-21,13:00,*,20,13,32.49,-19,53,56.6,111.513844,49.614519,-26.777,-10.589,0.984043443,-0.1157958,0,/?,0,2.5124619,77.290128,-0.227713,n.a.,n.a.
2022-Jan-22,13:00,*m,20,17,45.47,-19,40,24.1,111.150254,49.597085,-26.777,-10.589,0.98413947,-0.1066095,0,/?,0,2.512177,76.929154,-0.210104,n.a.,n.a.
2022-Jan-23,13:00,*m,20,21,57.71,-19,26,29.6,110.778597,49.582399,-26.777,-10.589,0.984241142,-0.0978209,0,/?,0,2.5118988,76.57318,-0.193257,n.a.,n.a.
2022-Jan-24,13:00,*m,20,26,9.18,-19,12,13.5,110.398959,49.570401,-26.776,-10.589,0.9843482,-0.089513,0,/?,0,2.5116213,76.222275,-0.177329,n.a.,n.a.
2022-Jan-25,13:00,*m,20,30,19.89,-18,57,36.2,110.011426,49.561026,-26.776,-10.589,0.984460336,-0.0817588,0,/?,0,2.5113367,75.876509,-0.162463,n.a.,n.a.
2022-Jan-26,13:00,*m,20,34,29.82,-18,42,38,109.616089,49.554212,-26.776,-10.589,0.984577206,-0.0746141,0,/?,0,2.5110355,75.535948,-0.148765,n.a.,n.a.
2022-Jan-27,13:00,*m,20,38,38.98,-18,27,19.3,109.213041,49.549895,-26.776,-10.589,0.98469844,-0.0681082,0,/?,0,2.5107061,75.200661,-0.136293,n.a.,n.a.
2022-Jan-28,13:00,*m,20,42,47.34,-18,11,40.5,108.802381,49.548012,-26.775,-10.589,0.98482366,-0.0622322,0,/?,0,2.5103354,74.870721,-0.12503,n.a.,n.a.
2022-Jan-29,13:00,*m,20,46,54.92,-17,55,42,108.384214,49.548503,-26.775,-10.589,0.984952508,-0.056929,0,/?,0,2.5099105,74.546213,-0.114866,n.a.,n.a.
2022-Jan-30,13:00,*m,20,51,1.69,-17,39,24.1,107.958644,49.551307,-26.775,-10.589,0.985084673,-0.0520889,0,/?,0,2.5094197,74.227231,-0.105592,n.a.,n.a.
2022-Jan-31,13:00,*m,20,55,7.66,-17,22,47.3,107.525781,49.556367,-26.774,-10.589,0.98521992,-0.0475582,0,/?,0,2.5088549,73.913883,-0.096912,n.a.,n.a.
2022-Feb-01,13:00,*m,20,59,12.81,-17,5,51.9,107.08573,49.563623,-26.774,-10.589,0.985358112,-0.0431585,0,/?,0,2.5082128,73.606279,-0.088484,n.a.,n.a.
2022-Feb-02,13:00,*m,21,3,17.14,-16,48,38.5,106.638596,49.573012,-26.774,-10.589,0.985499213,-0.0387143,0,/?,0,2.5074956,73.304531,-0.07997,n.a.,n.a.
2022-Feb-03,13:00,*m,21,7,20.65,-16,31,7.4,106.184483,49.584467,-26.774,-10.589,0.985643282,-0.0340777,0,/?,0,2.5067098,73.008743,-0.071087,n.a.,n.a.
2022-Feb-04,13:00,*m,21,11,23.33,-16,13,19,105.723493,49.597915,-26.773,-10.589,0.985790452,-0.0291432,0,/?,0,2.5058649,72.719002,-0.06163,n.a.,n.a.
2022-Feb-05,13:00,*,21,15,25.19,-15,55,13.9,105.255728,49.613273,-26.773,-10.589,0.985940903,-0.0238492,0,/?,0,2.504971,72.435384,-0.05148,n.a.,n.a.
2022-Feb-06,13:00,*,21,19,26.22,-15,36,52.4,104.781291,49.630455,-26.773,-10.589,0.986094838,-0.018171,0,/?,0,2.5040381,72.15795,-0.040588,n.a.,n.a.
2022-Feb-07,13:00,*,21,23,26.44,-15,18,14.9,104.300286,49.649366,-26.772,-10.589,0.986252468,-0.0121096,0,/?,0,2.503075,71.88675,-0.028957,n.a.,n.a.
2022-Feb-08,13:00,*,21,27,25.83,-14,59,21.9,103.812816,49.669906,-26.772,-10.589,0.986413997,-0.0056806,0,/?,0,2.5020891,71.621825,-0.016614,n.a.,n.a.
2022-Feb-09,13:00,*,21,31,24.43,-14,40,13.9,103.318986,49.691971,-26.771,-10.589,0.986579617,0.0010931,0,/?,0,2.5010866,71.363209,-0.003604,n.a.,n.a.
2022-Feb-10,13:00,*,21,35,22.22,-14,20,51.1,102.8189,49.715453,-26.771,-10.589,0.986749508,0.0081863,0,/?,0,2.5000732,71.110934,0.0100271,n.a.,n.a.
2022-Feb-11,13:00,*,21,39,19.22,-14,1,14.1,102.312664,49.740239,-26.771,-10.589,0.986923833,0.0155727,0,/?,0,2.4990539,70.865024,0.0242273,n.a.,n.a.
2022-Feb-12,13:00,*,21,43,15.44,-13,41,23.3,101.800384,49.766212,-26.77,-10.589,0.987102738,0.0232233,0,/?,0,2.4980337,70.625502,0.038942,n.a.,n.a.
2022-Feb-13,13:00,*,21,47,10.9,-13,21,19.1,101.282166,49.793253,-26.77,-10.589,0.987286355,0.0311047,0,/?,0,2.4970177,70.392383,0.0541066,n.a.,n.a.
2022-Feb-14,13:00,*,21,51,5.6,-13,1,1.8,100.758116,49.821238,-26.769,-10.589,0.987474789,0.0391745,0,/?,0,2.496011,70.165681,0.0696394,n.a.,n.a.
2022-Feb-15,13:00,*,21,54,59.56,-12,40,31.9,100.228344,49.850041,-26.769,-10.589,0.98766812,0.0473781,0,/?,0,2.4950186,69.945404,0.0854351,n.a.,n.a.
2022-Feb-16,13:00,*,21,58,52.79,-12,19,49.9,99.692956,49.879533,-26.769,-10.589,0.987866393,0.0556457,0,/?,0,2.494045,69.731551,0.1013591,n.a.,n.a.
2022-Feb-17,13:00,*,22,2,45.31,-11,58,56,99.15206,49.909582,-26.768,-10.589,0.988069605,0.0638918,0,/?,0,2.4930938,69.524121,0.1172459,n.a.,n.a.
2022-Feb-18,13:00,*,22,6,37.13,-11,37,50.7,98.605766,49.940054,-26.768,-10.589,0.988277701,0.0720167,0,/?,0,2.4921672,69.323103,0.1329028,n.a.,n.a.
2022-Feb-19,13:00,*,22,10,28.28,-11,16,34.4,98.054185,49.970814,-26.767,-10.589,0.988490567,0.0799108,0,/?,0,2.4912653,69.128484,0.1481184,n.a.,n.a.
2022-Feb-20,13:00,*,22,14,18.78,-10,55,7.5,97.49743,50.001726,-26.767,-10.589,0.98870802,0.0874614,0,/?,0,2.4903861,68.94025,0.1626746,n.a.,n.a.
2022-Feb-21,13:00,*m,22,18,8.62,-10,33,30.3,96.935621,50.032655,-26.766,-10.589,0.988929818,0.0945597,0,/?,0,2.4895249,68.758384,0.1763619,n.a.,n.a.
2022-Feb-22,13:00,*m,22,21,57.85,-10,11,43.3,96.368882,50.063467,-26.766,-10.589,0.989155654,0.1011091,0,/?,0,2.488675,68.582872,0.1889938,n.a.,n.a.
2022-Feb-23,13:00,*m,22,25,46.47,-9,49,46.8,95.797346,50.09403,-26.765,-10.589,0.989385175,0.1070321,0,/?,0,2.4878274,68.413704,0.2004213,n.a.,n.a.
2022-Feb-24,13:00,*m,22,29,34.49,-9,27,41.1,95.221156,50.124218,-26.765,-10.589,0.989617987,0.1122774,0,/?,0,2.4869715,68.250878,0.2105462,n.a.,n.a.
2022-Feb-25,13:00,*m,22,33,21.95,-9,5,26.9,94.64046,50.153906,-26.764,-10.589,0.989853678,0.1168267,0,/?,0,2.4860954,68.094399,0.2193339,n.a.,n.a.
2022-Feb-26,13:00,*m,22,37,8.84,-8,43,4.3,94.055419,50.182977,-26.764,-10.589,0.990091835,0.1207003,0,/?,0,2.4851869,67.944282,0.2268246,n.a.,n.a.
2022-Feb-27,13:00,*m,22,40,55.19,-8,20,33.8,93.466196,50.211316,-26.763,-10.589,0.990332069,0.1239605,0,/?,0,2.4842342,67.800554,0.2331392,n.a.,n.a.
2022-Feb-28,13:00,*m,22,44,41.01,-7,57,55.9,92.872965,50.238815,-26.763,-10.589,0.99057404,0.1267099,0,/?,0,2.4832275,67.66325,0.2384764,n.a.,n.a.
2022-Mar-01,13:00,*m,22,48,26.31,-7,35,10.9,92.2759,50.265371,-26.762,-10.589,0.990817475,0.1290826,0,/?,0,2.48216,67.532409,0.2430953,n.a.,n.a.
2022-Mar-02,13:00,*m,22,52,11.11,-7,12,19.3,91.675181,50.290882,-26.762,-10.589,0.991062185,0.1312294,0,/?,0,2.4810288,67.408072,0.2472868,n.a.,n.a.
2022-Mar-03,13:00,*m,22,55,55.42,-6,49,21.5,91.070991,50.315247,-26.761,-10.589,0.991308069,0.1332991,0,/?,0,2.4798351,67.290274,0.2513377,n.a.,n.a.
2022-Mar-04,13:00,*m,22,59,39.25,-6,26,18,90.463515,50.338368,-26.761,-10.589,0.991555107,0.1354218,0,/?,0,2.4785834,67.179042,0.2554987,n.a.,n.a.
2022-Mar-05,13:00,*m,23,3,22.63,-6,3,9.1,89.852944,50.360144,-26.76,-10.589,0.991803346,0.1376988,0,/?,0,2.4772805,67.07439,0.2599649,n.a.,n.a.
2022-Mar-06,13:00,*m,23,7,5.56,-5,39,55.2,89.239475,50.380474,-26.759,-10.589,0.992052882,0.1401994,0,/?,0,2.4759346,66.976326,0.2648696,n.a.,n.a.
2022-Mar-07,13:00,*,23,10,48.07,-5,16,36.8,88.623307,50.399256,-26.759,-10.589,0.992303843,0.1429649,0,/?,0,2.4745536,66.884846,0.270292,n.a.,n.a.
2022-Mar-08,13:00,*,23,14,30.16,-4,53,14.3,88.004646,50.416386,-26.758,-10.589,0.992556375,0.1460148,0,/?,0,2.4731451,66.799943,0.2762698,n.a.,n.a.
2022-Mar-09,13:00,*,23,18,11.87,-4,29,48.1,87.383699,50.431762,-26.758,-10.589,0.992810631,0.1493553,0,/?,0,2.471716,66.721605,0.2828146,n.a.,n.a.
2022-Mar-10,13:00,*,23,21,53.21,-4,6,18.5,86.760679,50.445282,-26.757,-10.589,0.993066764,0.1529848,0,/?,0,2.4702723,66.649818,0.2899233,n.a.,n.a.
2022-Mar-11,13:00,*,23,25,34.19,-3,42,46,86.135804,50.456843,-26.757,-10.589,0.993324927,0.1568984,0,/?,0,2.4688198,66.584566,0.2975864,n.a.,n.a.
2022-Mar-12,13:00,*,23,29,14.85,-3,19,10.9,85.509292,50.466344,-26.756,-10.589,0.993585269,0.1610894,0,/?,0,2.467364,66.525833,0.3057906,n.a.,n.a.
2022-Mar-13,13:00,*,23,32,55.19,-2,55,33.6,84.881368,50.473686,-26.756,-10.589,0.993847934,0.1655482,0,/?,0,2.4659107,66.4736,0.3145171,n.a.,n.a.
2022-Mar-14,13:00,*,23,36,35.25,-2,31,54.5,84.252257,50.478771,-26.755,-10.589,0.99411306,0.1702591,0,/?,0,2.464466,66.427848,0.3237349,n.a.,n.a.
2022-Mar-15,13:00,*,23,40,15.05,-2,8,14,83.622189,50.481502,-26.754,-10.589,0.994380775,0.1751951,0,/?,0,2.4630365,66.388552,0.3333916,n.a.,n.a.
2022-Mar-16,13:00,*,23,43,54.6,-1,44,32.3,82.991395,50.481782,-26.754,-10.589,0.994651183,0.1803123,0,/?,0,2.4616293,66.355688,0.3434008,n.a.,n.a.
2022-Mar-17,13:00,*,23,47,33.94,-1,20,49.9,82.360107,50.479517,-26.753,-10.589,0.99492436,0.1855437,0,/?,0,2.4602512,66.329225,0.3536321,n.a.,n.a.
2022-Mar-18,13:00,*,23,51,13.08,0,57,7.1,81.728558,50.474613,-26.753,-10.589,0.995200334,0.1907969,0,/?,0,2.458908,66.309129,0.3639049,n.a.,n.a.
2022-Mar-19,13:00,*,23,54,52.04,0,33,24.3,81.096984,50.46698,-26.752,-10.589,0.995479076,0.1959545,0,/?,0,2.4576038,66.295365,0.3739912,n.a.,n.a.
2022-Mar-20,13:00,*,23,58,30.87,0,9,41.7,80.465622,50.456529,-26.751,-10.589,0.99576048,0.200882,0,/?,0,2.45634,66.287898,0.383629,n.a.,n.a.
2022-Mar-21,13:00,*,0,2,9.57,0,14,0.2,79.834712,50.443177,-26.751,-10.589,0.996044364,0.2054389,0,/?,0,2.4551146,66.286696,0.3925459,n.a.,n.a.
2022-Mar-22,13:00,*m,0,5,48.17,0,37,41.3,79.204501,50.426847,-26.75,-10.589,0.996330464,0.2094935,0,/?,0,2.4539223,66.291732,0.4004863,n.a.,n.a.
2022-Mar-23,13:00,*m,0,9,26.7,1,1,21,78.575239,50.407469,-26.749,-10.589,0.996618447,0.212936,0,/?,0,2.4527547,66.302988,0.4072381,n.a.,n.a.
2022-Mar-24,13:00,*m,0,13,5.18,1,24,59.2,77.947183,50.384983,-26.749,-10.589,0.996907929,0.2156886,0,/?,0,2.4516014,66.320456,0.4126516,n.a.,n.a.
2022-Mar-25,13:00,*m,0,16,43.62,1,48,35.4,77.320597,50.359337,-26.748,-10.589,0.997198487,0.2177108,0,/?,0,2.4504506,66.344139,0.4166495,n.a.,n.a.
2022-Mar-26,13:00,*m,0,20,22.05,2,12,9.3,76.695746,50.33049,-26.748,-10.589,0.99748969,0.2190009,0,/?,0,2.4492905,66.374047,0.41923,n.a.,n.a.
2022-Mar-27,13:00,*m,0,24,0.5,2,35,40.6,76.072899,50.298409,-26.747,-10.589,0.997781115,0.2195943,0,/?,0,2.4481096,66.4102,0.4204633,n.a.,n.a.
2022-Mar-28,13:00,*m,0,27,38.96,2,59,8.8,75.452325,50.263073,-26.746,-10.589,0.998072371,0.2195598,0,/?,0,2.446898,66.45262,0.420484,n.a.,n.a.
2022-Mar-29,13:00,*m,0,31,17.48,3,22,33.6,74.83429,50.224467,-26.746,-10.589,0.998363116,0.2189936,0,/?,0,2.4456478,66.501333,0.4194799,n.a.,n.a.
2022-Mar-30,13:00,*m,0,34,56.05,3,45,54.7,74.219059,50.182585,-26.745,-10.589,0.998653068,0.2180111,0,/?,0,2.4443535,66.556361,0.4176753,n.a.,n.a.
2022-Mar-31,13:00,*m,0,38,34.69,4,9,11.6,73.606896,50.137429,-26.744,-10.589,0.998942016,0.2167369,0,/?,0,2.4430128,66.617721,0.4153117,n.a.,n.a.
2022-Apr-01,13:00,*m,0,42,13.43,4,32,23.9,72.99806,50.089005,-26.744,-10.589,0.999229821,0.2152933,0,/?,0,2.4416259,66.685422,0.4126266,n.a.,n.a.
2022-Apr-02,13:00,*m,0,45,52.27,4,55,31.4,72.39281,50.037325,-26.743,-10.589,0.999516413,0.2137915,0,/?,0,2.4401956,66.759468,0.409835,n.a.,n.a.
2022-Apr-03,13:00,*m,0,49,31.24,5,18,33.6,71.791402,49.982403,-26.743,-10.589,0.999801782,0.2123245,0,/?,0,2.4387265,66.839849,0.4071167,n.a.,n.a.
2022-Apr-04,13:00,*m,0,53,10.34,5,41,30.1,71.194088,49.924261,-26.742,-10.589,1.000085963,0.2109647,0,/?,0,2.4372242,66.926554,0.4046117,n.a.,n.a.
2022-Apr-05,13:00,*m,0,56,49.6,6,4,20.6,70.601119,49.862921,-26.741,-10.589,1.000369032,0.2097653,0,/?,0,2.4356947,67.019563,0.4024218,n.a.,n.a.
2022-Apr-06,13:00,*,1,0,29.03,6,27,4.7,70.012742,49.798409,-26.741,-10.589,1.000651088,0.2087631,0,/?,0,2.4341442,67.118854,0.4006185,n.a.,n.a.
2022-Apr-07,13:00,*,1,4,8.65,6,49,42,69.4292,49.730754,-26.74,-10.589,1.00093225,0.207984,0,/?,0,2.4325784,67.224403,0.3992512,n.a.,n.a.
2022-Apr-08,13:00,*,1,7,48.47,7,12,12.3,68.850732,49.659988,-26.739,-10.589,1.001212648,0.2074472,0,/?,0,2.4310029,67.336185,0.398357,n.a.,n.a.
2022-Apr-09,13:00,*,1,11,28.51,7,34,35.1,68.277573,49.586148,-26.739,-10.589,1.001492425,0.2071686,0,/?,0,2.4294231,67.454173,0.3979661,n.a.,n.a.
2022-Apr-10,13:00,*,1,15,8.8,7,56,50.1,67.709952,49.509271,-26.738,-10.589,1.001771733,0.207162,0,/?,0,2.4278446,67.57834,0.3981053,n.a.,n.a.
2022-Apr-11,13:00,*,1,18,49.33,8,18,56.9,67.148091,49.429398,-26.738,-10.589,1.002050729,0.2074387,0,/?,0,2.4262737,67.708655,0.3987956,n.a.,n.a.
2022-Apr-12,13:00,*,1,22,30.14,8,40,55.3,66.592209,49.346574,-26.737,-10.589,1.002329578,0.2080032,0,/?,0,2.4247172,67.845086,0.4000456,n.a.,n.a.
2022-Apr-13,13:00,*,1,26,11.25,9,2,44.9,66.042518,49.260844,-26.736,-10.589,1.002608443,0.2088471,0,/?,0,2.4231832,67.987599,0.4018378,n.a.,n.a.
2022-Apr-14,13:00,*,1,29,52.66,9,24,25.4,65.499221,49.172253,-26.736,-10.589,1.002887479,0.2099402,0,/?,0,2.4216803,68.136155,0.4041125,n.a.,n.a.
2022-Apr-15,13:00,*,1,33,34.4,9,45,56.4,64.962516,49.080849,-26.735,-10.589,1.003166813,0.2112215,0,/?,0,2.4202178,68.29071,0.4067492,n.a.,n.a.
2022-Apr-16,13:00,*,1,37,16.49,10,7,17.7,64.432592,48.98668,-26.735,-10.589,1.003446528,0.2125928,0,/?,0,2.4188038,68.451221,0.4095547,n.a.,n.a.
2022-Apr-17,13:00,*,1,40,58.94,10,28,28.9,63.909631,48.889794,-26.734,-10.589,1.00372664,0.213919,0,/?,0,2.4174445,68.617644,0.4122645,n.a.,n.a.
2022-Apr-18,13:00,*,1,44,41.78,10,49,29.7,63.393809,48.790244,-26.733,-10.589,1.004007079,0.2150388,0,/?,0,2.4161423,68.789938,0.4145622,n.a.,n.a.
2022-Apr-19,13:00,*,1,48,25.02,11,10,19.9,62.885296,48.688085,-26.733,-10.589,1.004287678,0.2157829,0,/?,0,2.4148953,68.968072,0.4161174,n.a.,n.a.
2022-Apr-20,13:00,*m,1,52,8.68,11,30,59.2,62.384259,48.583382,-26.732,-10.589,1.004568178,0.2159976,0,/?,0,2.413697,69.152024,0.4166299,n.a.,n.a.
2022-Apr-21,13:00,*m,1,55,52.79,11,51,27.1,61.890863,48.476203,-26.732,-10.589,1.004848239,0.2155637,0,/?,0,2.4125375,69.341783,0.4158678,n.a.,n.a.
2022-Apr-22,13:00,*m,1,59,37.34,12,11,43.5,61.405265,48.366628,-26.731,-10.589,1.005127466,0.2144076,0,/?,0,2.4114048,69.537347,0.413689,n.a.,n.a.
2022-Apr-23,13:00,*m,2,3,22.37,12,31,48,60.92762,48.254745,-26.73,-10.589,1.005405437,0.2125031,0,/?,0,2.4102865,69.73872,0.4100438,n.a.,n.a.
2022-Apr-24,13:00,*m,2,7,7.87,12,51,40.3,60.458072,48.140648,-26.73,-10.589,1.005681727,0.2098658,0,/?,0,2.4091708,69.945908,0.4049639,n.a.,n.a.
2022-Apr-25,13:00,*m,2,10,53.86,13,11,19.9,59.996758,48.02444,-26.729,-10.589,1.005955929,0.2065442,0,/?,0,2.4080473,70.158914,0.3985455,n.a.,n.a.
2022-Apr-26,13:00,*m,2,14,40.36,13,30,46.7,59.543804,47.90623,-26.729,-10.589,1.006227674,0.2026112,0,/?,0,2.4069075,70.377739,0.3909317,n.a.,n.a.
2022-Apr-27,13:00,*m,2,18,27.36,13,50,0.2,59.099329,47.786133,-26.728,-10.589,1.006496638,0.1981558,0,/?,0,2.4057452,70.602375,0.3822973,n.a.,n.a.
2022-Apr-28,13:00,*m,2,22,14.88,14,9,0.2,58.663439,47.664266,-26.727,-10.589,1.006762555,0.1932769,0,/?,0,2.404556,70.832806,0.3728356,n.a.,n.a.
2022-Apr-29,13:00,*m,2,26,2.91,14,27,46.2,58.236234,47.540753,-26.727,-10.589,1.007025215,0.1880772,0,/?,0,2.4033376,71.06901,0.3627469,n.a.,n.a.
2022-Apr-30,13:00,*m,2,29,51.48,14,46,17.9,57.817803,47.41572,-26.726,-10.589,1.007284469,0.1826573,0,/?,0,2.4020895,71.310952,0.3522278,n.a.,n.a.
2022-May-01,13:00,*m,2,33,40.57,15,4,34.9,57.408231,47.289294,-26.726,-10.589,1.007540224,0.1771116,0,/?,0,2.4008131,71.558591,0.3414622,n.a.,n.a.
2022-May-02,13:00,*m,2,37,30.19,15,22,37,57.007593,47.161605,-26.725,-10.589,1.007792439,0.1715244,0,/?,0,2.3995108,71.811879,0.3306143,n.a.,n.a.
2022-May-03,13:00,*m,2,41,20.36,15,40,23.8,56.615958,47.032783,-26.725,-10.589,1.008041119,0.1659683,0,/?,0,2.3981863,72.070761,0.3198251,n.a.,n.a.
2022-May-04,13:00,*m,2,45,11.06,15,57,55,56.233389,46.90296,-26.724,-10.589,1.008286307,0.1605037,0,/?,0,2.3968436,72.335176,0.3092126,n.a.,n.a.
2022-May-05,13:00,*,2,49,2.31,16,15,10.1,55.859943,46.772266,-26.724,-10.589,1.00852808,0.1551809,0,/?,0,2.3954872,72.605061,0.2988742,n.a.,n.a.
2022-May-06,13:00,*,2,52,54.11,16,32,9,55.49567,46.640833,-26.723,-10.589,1.008766539,0.1500422,0,/?,0,2.3941216,72.880348,0.2888927,n.a.,n.a.
2022-May-07,13:00,*,2,56,46.45,16,48,51.3,55.140615,46.508789,-26.723,-10.589,1.00900181,0.1451252,0,/?,0,2.3927517,73.160967,0.2793413,n.a.,n.a.
2022-May-08,13:00,*,3,0,39.35,17,5,16.7,54.794815,46.376265,-26.722,-10.589,1.009234041,0.140465,0,/?,0,2.3913821,73.446846,0.2702887,n.a.,n.a.
2022-May-09,13:00,*,3,4,32.8,17,21,24.9,54.458305,46.243388,-26.722,-10.589,1.009463397,0.1360956,0,/?,0,2.3900185,73.737908,0.2618012,n.a.,n.a.
2022-May-10,13:00,*,3,8,26.8,17,37,15.5,54.131111,46.110285,-26.721,-10.589,1.009690066,0.1320486,0,/?,0,2.388667,74.034074,0.2539409,n.a.,n.a.
2022-May-11,13:00,*,3,12,21.35,17,52,48.3,53.813255,45.977079,-26.721,-10.589,1.00991425,0.1283489,0,/?,0,2.3873352,74.335259,0.2467566,n.a.,n.a.
2022-May-12,13:00,*,3,16,16.46,18,8,3.1,53.504753,45.843892,-26.72,-10.589,1.010136163,0.1250073,0,/?,0,2.386032,74.641376,0.2402693,n.a.,n.a.
2022-May-13,13:00,*,3,20,12.13,18,22,59.5,53.205616,45.710839,-26.72,-10.589,1.01035602,0.1220085,0,/?,0,2.3847678,74.95233,0.2344487,n.a.,n.a.
2022-May-14,13:00,*,3,24,8.35,18,37,37.2,52.91585,45.578035,-26.719,-10.589,1.010574015,0.1192985,0,/?,0,2.3835535,75.268028,0.2291883,n.a.,n.a.
2022-May-15,13:00,*,3,28,5.14,18,51,56.1,52.635455,45.445587,-26.719,-10.589,1.010790297,0.1167752,0,/?,0,2.3823997,75.588373,0.2242867,n.a.,n.a.
2022-May-16,13:00,*,3,32,2.49,19,5,55.8,52.364429,45.3136,-26.718,-10.589,1.011004944,0.1142879,0,/?,0,2.3813143,75.913275,0.219447,n.a.,n.a.
2022-May-17,13:00,*,3,36,0.4,19,19,36.2,52.102765,45.182175,-26.718,-10.589,1.011217935,0.1116515,0,/?,0,2.3803005,76.242652,0.214305,n.a.,n.a.
2022-May-18,13:00,*,3,39,58.88,19,32,56.9,51.850456,45.051418,-26.717,-10.589,1.011429137,0.108673,0,/?,0,2.3793564,76.576432,0.208481,n.a.,n.a.
2022-May-19,13:00,*m,3,43,57.92,19,45,57.7,51.607493,44.921434,-26.717,-10.589,1.011638315,0.1051825,0,/?,0,2.3784744,76.914555,0.2016412,n.a.,n.a.
2022-May-20,13:00,*m,3,47,57.52,19,58,38.5,51.373865,44.792335,-26.717,-10.589,1.011845144,0.1010573,0,/?,0,2.3776434,77.256967,0.1935446,n.a.,n.a.
2022-May-21,13:00,*m,3,51,57.69,20,10,58.8,51.14956,44.664235,-26.716,-10.589,1.012049249,0.096231,0,/?,0,2.3768502,77.603618,0.1840617,n.a.,n.a.
2022-May-22,13:00,*m,3,55,58.4,20,22,58.6,50.934555,44.537254,-26.716,-10.589,1.012250229,0.0906903,0,/?,0,2.3760822,77.95445,0.1731671,n.a.,n.a.
